"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The challenges of connected data for ontology engineering","C. Silva; O. Belo","D.A.A., Campus Inhumas, Instituto Federal de Goiás, Brasil; Centro de I&D ALGORITMI, Universidade do Minho, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","In this work we analyze the role of ontologies in the Semantic Web and the impact of the growth of open and linked data in the ontology engineering domain. Basically, we present a synthesis of the knowledge about ontologies in the field of Web Science, highlighting its role in the Semantic Web, emphasizing those that are being developed to support publishing processes of linked data in the Web. Additionally, we present a synthesis of the types of ontologies that are being created, published and used, as support for the publication of linked data, as well as relating the so-called light and heavy ontologies with the two basic functions of ontologies in the Semantic Web. Finally, we present and discuss a proposal for a conceptual framework for collaborative development of reference models for the publication and consumption of open and linked data on the Web.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975720","Semantic Web;ontologies;ontology engineering;linked data;framework","Ontologies;Semantic Web;Context modeling;Publishing;Proposals","","","","20","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Design of digital games in the initial training of Biology teachers from Brazil and Portugal: A research proposal","A. B. de Oliveira; A. J. Osório","Universidade do Minho, Instituto de Educação, Braga, Portugal; Universidade do Minho, Instituto de Educação, Braga, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","3","This research is being developed in the context of a doctoral project in Educational Sciences, specialty of Educational Technology, at the University of Minho, Portugal. The investigation of the role of Digital Games Design (DJD) in the initial training courses of Biology teachers in Brazil and Portugal is aimed. As a methodology, Design Based Research is developed through strategies such as documentary research in the university curricula, interview and formative interventions, aiming at the use of the DJD as a learning tool, from the perspective of a transformative and constructionist education.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975721","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975721","Game Design;Teacher Training;Biology","Games;Training;Biological information theory;Distributed Bragg reflectors;Proposals","","","","10","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Using wikis in the higher education: The case of Wikipedia","B. Bordel; M. P. Mareca","Departamento de Electrónica Física, Escuela Técnica Superior de Ingenieros de Telecomunicación (UPM), Madrid, España; Departamento de Electrónica Física, Escuela Técnica Superior de Ingenieros de Telecomunicación (UPM), Madrid, España","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","In the last years, the appearance of new and revolutionary technologies has changed the society in all its aspects (economy, feeding, personal relationships...). Education is not foreign to these changes. Genuine concepts such as collaborative learning, massive courses (MOOC) or flipped classrooms have been incorporated at every educational level, although the maturity of students allows a greater capacity for innovation at higher education. Together with these concepts, new technological tools have been employed with educational purposes. In particular, wikis have been reported as ideally suited for collaborative learning. Thus, nowadays, several Universities around the world are running projects and events about the use of wikis in higher education. Therefore, in this paper we explore the use of wikis in the higher educational institutions, being focused on a special case: Wikipedia. Wikipedia presents special characteristics which make it perfect to reach not only the specific learning objectives of a certain particular subject, but also the transversal abilities so demanded today (such as teamwork or social responsibility). The research methodology followed is based on a review and update of the collaboration between the University and the Wikipedia. In particular, we analyze the collaboration of the Spanish and Hispanic American Universities in its different manifestations. In this work, we explain the most interesting results about this collaboration. We observe one increasingly activity over this collaboration due to the greater number of universities that are incorporated, especially in the last five years. Finally, we analyze more deeply the experiences about the use of Wikipedia conducted in the Technical University of Madrid and we present the obtained results.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975722","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975722","wikis;Wikipedia;university teaching;higher education;innovation in education;collaborative teaching;informal education","Encyclopedias;Internet;Electronic publishing;Education;Blogs;Teamwork","","3","","38","","13 Jul 2017","","","IEEE","IEEE Conferences"
"A technique for evaluation and detection of potentially vulnerable code in Android applications","R. L. D. M. Ferreira; A. F. P. dos Santos; R. Choren","Seção de Engenharia de Computação, Instituto Militar de Engenharia, Rio de Janeiro, Brasil; Seção de Engenharia de Computação, Instituto Militar de Engenharia, Rio de Janeiro, Brasil; Seção de Engenharia de Computação, Instituto Militar de Engenharia, Rio de Janeiro, Brasil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","Searching for vulnerabilities in Android apps through approaches based on the app's dex bytecode has been applied to a lot of researches. This approach, called late detection, is applied to apps already released, and usually doesn't identify vulnerabilities before users have been exposed. This article presents a method based on static analysis with matching patterns for identifying these vulnerabilities beforehand, during the app development, avoiding users' exposure. The presented technique was evaluated by an experimental test proofapplied to open-source applications, analyzed by appDroidAnalyzer, identifying dozens of apps affected by vulnerabilities in their source code.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975723","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975723","Android;Vulnerability;static analysis;security","Androids;Humanoid robots;Mobile communication;Java;Security;Open source software","","","","15","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Recognition of hand configuration: A critical factor in automatic sign language translation","N. Escudeiro; P. Escudeiro; F. Soares; O. Litos; M. Norberto; J. Lopes","INESC TEC, Laboratory of Artificial Intelligence and Decision Support, Porto, Portugal; GILT — Games, Interaction and Learning Technologies, Porto, Portugal; GILT — Games, Interaction and Learning Technologies, Porto, Portugal; National Technical University of Athens, Greece; GILT — Games, Interaction and Learning Technologies, Porto, Portugal; GILT — Games, Interaction and Learning Technologies, Porto, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","5","Identifying hand configuration is a critical feature of sign language translation. In this paper, we describe our approach to recognize hand configurations in real time with the purpose of providing accurate predictions to be used in automatic sign language translation. To capture the hand configuration we rely on data gloves with 14 sensors that measure finger joints bending. These inputs are sampled at a frequency of 100Hz and fed to a classifier that predicts the current hand configuration. The classification model is created from an annotated sample of hand configurations previously acquired. We expect this approach to be accurate and robust in the sense that the performance of the classification model should not vary significantly when the classifier is being used by one or another user. The results from our experimental evaluation show that there is a very high accuracy, meaning that data gloves are a good approach to capture the descriptive features of hand configurations. However, the robustness of such an approach is not as good as desirable since the accuracy of the classifier depends on the user, i.e., the accuracy is high when the classifier is used by a user who trained it but decreases in other cases.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975724","sign language;deaf;sensor sloves;classification","Assistive technology;Gesture recognition;Support vector machines;Sensors;Training;Data gloves;Robustness","","3","","17","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Data driven multi-agent m-health system to characterize the daily activities of elderly people","S. Mendes; J. Queiroz; P. Leitão","Polytechnic Institute of Bragança, Bragança, Portugal; LIACC — Artificial Intelligence and Computer Science Laboratory, Porto, Portugal; LIACC — Artificial Intelligence and Computer Science Laboratory, Porto, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","With the continuous growing of aging population, the society is facing new challenges, namely the implementation of healthcare services for older people, as well as the promotion of the active aging and well-being. These challenges imply the optimization of these services through biomedical, physical, psychological and socio-environmental interventions. ICT technologies can support the implementation of these healthcare services, e.g., the use of wearable devices to collect the physiological data, cloud technology to store big amounts of data and advanced data analytics algorithms to extract valuable conclusions and actionable knowledge. This work proposes a multi-agent system driven data analysis approach to characterize the daily physiological conditions of a group of elderly people institutionalized in a nursing home, supporting the healthcare professionals to monitor their behavior and promote an active aging. The individual' data were collected by a set of Fitbit Charge HR wristbands and analyzed by clustering algorithms, running in the distributed autonomous agents, allowing to identify and characterize the individuals' daily habits and physiological conditions.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975725","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975725","wearable devices;data analysis;clustering;mobile health;multi-agent system","Biomedical monitoring;Data analysis;Medical services;Monitoring;Aging;Senior citizens","","7","","22","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Digital image analysis of cells and computational tools for the study of mechanism of RSV entry to human bronchial epithelium","M. Gamarra; E. Zurek","Doctorado en Ingeniería de Sistemas y Computación, Universidad del Norte, Barranquilla, Colombia; Doctorado en Ingeniería de Sistemas y Computación, Universidad del Norte, Barranquilla, Colombia","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","4","This paper presents a research proposal which has been developed as a doctoral thesis in the PhD program in Computer Systems Engineering at the Universidad del Norte since August 2015. This research focuses on the analysis of cell images of the human bronchial epithelium infected with the Respiratory Syncytial Virus in order to understand the mechanisms of entry of the virus into the human body. Due to the large amount of information that is processed, it is necessary to use computational tools to finally differentiate between infected and uninfected cells.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975726","Respiratory Sincitial Virus;digital image processing;bioinformatic","Tools;Bioinformatics;Image segmentation;Feature extraction;Digital images;Biology","","","","32","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Designing learning paths: Contributions to the organization of b-learning initiatives","P. Peres; L. Oliveira; Â. Jesus; A. Silva","Polytechnic Institute of Porto, ISCAP, Portugal; ESMAD, Polytechnic Institute of Porto, Portugal; ESS, Polytechnic Institute of Porto, Portugal; ESE, Polytechnic Institute of Porto, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","This article presents a simple guide that supports the pedagogical planning process. Besides the knowledge that will be shared, structuring an learning unit or a course demands reflection and effort in the teaching/learning development. The work described in this paper proposes a guide that speeds the process of defining online learning strategies by crossing cognitive objectives, pedagogical models, techniques and free web tools. The usefulness of the results obtained can be viewed on the perspectives of both student and teacher, thus it is a mediation instrument among all the players in the learning process. At the same time, it helps the bureaucratic procedures that are usually associated. We conclude this paper by presenting a set of recommendations obtained by the application of the pedagogic planning suggested in an implementation of an online course.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975727","online learning strategies;cognitive objectives;web tools;pedagogical planner;b-learning;higher education;learning management","Tools;Taxonomy;Organizations;Planning;Knowledge engineering;Instruments;Bibliographies","","1","","17","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Tracepp requeriments traceability tool: Extending the scalability of the trace++ technique","F. L. Faleiro Naves; F. Furtado","IF Goiano / CESAR, Instituto Federal de Educação Ciência e Tecnología, Goiano, Brasil; Centro de Estudos e Sist. Avancados de Recife, Recife, Brazil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","7","The adoption of agile methods is difficult. No rework metrics, changing scope and requirements are the main difficulties in adopting these. In this sense, the Trace++ approach aims to facilitate the adoption of agile methods by teams that work with traditional methods. However, to obtain use-scale, this paper proposes a tool to facilitate the requirements traceability processes, in order to scale the adoption of this technique. The tool developed in this study has integration with GIT version control tools and Redmine project management, being able to obtain artifacts from these and to associate with projects, sprints, requirements or user stories, through user defined tracing codes.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975728","Traceability;requirements;tools","Tools;Visualization;Software;Radio frequency;Electronic mail;Project management;Scalability","","","","","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Improving the spatial resolution of the images Ikonos beginning with Unmanned Aerial Vehicle (UAV): An application of image fusion with wavelet transform","R. J. M. Daza; V. D. Angulo; J. L. R. Galvis","Proyecto Curricular Ingeniería Catastral y Geodesia, Universidad Distrital Francisco José de Caldas (UDFJ), Bogotá D. C., Colombia; Proyecto Curricular Maestría en ciencias de la Información y las Comunicaciones, Universidad Distrital Francisco José de Caldas (UDFJ), Bogotá D. C., Colombia; Universidad Distrital Francisco José de Caldas (UDFJ), Bogotá D. C., Colombia","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","7","This article aims to develop and evaluate two methodologies for improving the spatial resolution without significant loss of the spectral resolution of a multi-spectral Ikonos image using an image acquired with an UAV. In the first method from multi-spectral image and image acquired with the UAV get the intensity of the multispectral image (Im) and the intensity of UAV (Iv), using the RGB-IHS transformation respectively. Then applying fusion to the intensity components of Im and Iv using Wavelet transform together with ARSIS' technique to genere a new intensity (n_Imv). This n_Imv together with hue and saturation obtained from Ikonos image are transformed inversely to generate a new multispectral image (N-MULT-I). In the second process a new panchromatic is created through of average of three RGB bands of UAV's image (fpan), then fusion is applied using wavelet transform to Im and fpan to generate a new intensity (n_Ifpm). Using n_Ifpm and hue and saturation components of IKonos image a new image multispectral is generated (N-MULT-fpan). Finally, results are shown and there are evaluated with Correlation Coefficient, ERGAS, RASE and Qu. Finding that better results are obtained with the second process.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975729","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975729","Wavelet;Fusion;satellite images;UAV;multispectral","Image color analysis;Spatial resolution;Electronic mail;Discrete wavelet transforms","","","","24","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Data mining on LinkedIn data to define professional profile via MineraSkill methodology","D. C. M. F. Caldeira; R. C. M. Correia; G. Spadon; D. M. Eler; C. Olivete-Jr; R. E. Garcia","Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","Social networks are of significant analytical interest. This is because their data are generated in great quantity, and intermittently, besides that, the data are from a wide variety, and it is widely available to users. Through such data, it is desired to extract knowledge or information that can be used in decision-making activities. In this context, we have identified the lack of methods that apply data mining techniques to the task of analyzing the professional profile of employees. The aim of such analyses is to detect competencies that are of greater interest by being more required and also, to identify their associative relations. Thus, this work introduces MineraSkill methodology that deals with methods to infer the desired profile of a candidate for a job vacancy. In order to do so, we use keyword detection via natural language processing techniques; which are related to others by inferring their association rules. The results are presented in the form of a case study, which analyzed data from LinkedIn, demonstrating the potential of the methodology in indicating trending competencies that are required together.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975730","Data Mining;Professional Profile;Natural Language Processing;MineraSkill","LinkedIn;Data mining;Natural language processing;Monte Carlo methods;Application programming interfaces;Facebook","","1","","11","","13 Jul 2017","","","IEEE","IEEE Conferences"
"DinofelisAR demo augmented reality based on natural features","A. G. R. Marto; A. A. de Sousa; A. J. M. Gonçalves","Department of Informatics Engineering, Polytechnic Institute of Leiria, Portugal; Department of Informatics Engineering, University of Porto, Portugal; Department of Informatics Engineering, Polytechnic Institute of Leiria, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","Augmented reality has seen a fast-growing gain of interest in the last few decades. Due to technological advances, smartphones are now devices that allow to experience augmented reality systems, anytime and anywhere. Although its emerging success among users, some problems AR have been reported inhibiting its full acceptance in our digital society. The aim of this paper is to present a study about techniques to implement augmented reality systems in the cultural heritage context, including a prototype to test the technology which, based on physical objects that belong to the landscape, present an effective and accurate augmented reality approach, overlaying 3D virtual models aligned over the real images, using a smartphone's camera.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975731","Mobile Augmented Reality;Augmented Virtuality;Natural Features","Augmented reality;Three-dimensional displays;Mobile communication;Image recognition;Object recognition;Solid modeling;Cameras","","3","3","29","","13 Jul 2017","","","IEEE","IEEE Conferences"
"IoT based SCADA integrated with Fog for power distribution automation","R. J. Tom; S. Sankaranarayanan","Dept. of Computer Science Engineering, SRM University, Chennai, India; Dept. of Information Technology, SRM University, Chennai, India","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","4","Electrical Grid we have is more than 50 years old. The integration of information technology to the electric grid system is expected to address many shortcomings of the current and traditional electrical grids that have resulted in Smart Grid which is gaining lot of interest and momentum. In Smart Grid, Power Distribution is one part which requires monitoring and control. Lot of technologies and have been applied in Smart grid towards sensing and action. Supervisory Control and Data Acquisition (SCADA) system is very well proven within the substation region. There has been very less monitoring done on the distribution side due to the geographical distribution. Currently, Internet of Things has paved way for connecting huge number of devices to the Internet which would be very much effective and beneficial for power distribution and Automation. So accordingly, an IoT based SCADA integrated with Fog for Distribution Automation system has been proposed which takes care of the consumer utilization, outage management, power quality control and pole transformer health. This is supported by fog computing which does real-time streaming analytics. This helps in reducing the internet bandwidth and latency for immediate control action.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975732","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975732","IoT;SCADA;Fog Computng;Distribution automation;Smart Grids","Smart grids;Cloud computing;Automation;Sensors;Power distribution;Wireless sensor networks;Monitoring","","29","","18","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Risk reliability analysis, resulting from explosions in petrochemical industries: A case study using Aloha software","A. J. da Silva Rodrigues; M. H. L. F. da Silva; D. O. de Farias; M. M. Teixeira; M. F. de Brito Rocha; G. B. Lins; R. A. D'Emery; J. F. da Silva; J. da Silva Correia Neto","Production Engineering Academic Unit, Federal University of Campina Grande (UFCG), Sumé, PB, Brazil; Faculty Writer Osman Lins (FACOL), Vitória de Santo Antão, Brazil; Production Engineering Academic Unit, Federal University of Campina Grande (UFCG), Sumé, PB, Brazil; Federal Rural University of Pernambuco (UFRPE), Recife, PE, Brazil; Production Engineering Academic Unit, Federal University of Campina Grande (UFCG), Sumé, PB, Brazil; Faculty São Miguel, Recife, PE, Brazil; Federal Rural University of Pernambuco (UFRPE), Recife, PE, Brazil; Federal Rural University of Pernambuco (UFRPE), Recife, PE, Brazil; Federal Rural University of Pernambuco (UFRPE), Recife, PE, Brazil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","It is common in the world the existence of explosion risks linked to the oil refining process. Thus, to analyze the probable situations, it is necessary the intervention of the technology through the systems of virtual reality and simulations. The explosion, is the type of increased accident that most causes immediate deaths, leading companies to pay damages and rebuild their destroyed assets again. So, the objective of this work is to demonstrate the use of software simulations to identify and quantify the possible effects of physical effects and explosion damages, resulting from the Petroleum Refining process operation of the diesel hydrotreatment unit, Abreu e Lima Refinery (ALR or RNEST in Brazil, country of Latin-American), a city located in northeastern Brazil. Simulations were performed with the Aloha software in three pipes of the ALR. The analyzes allowed to identify two routes of the refinery that present moderate threats, with effects that have the capacity to generate ruptures in the tympani and pulmonary hemorrhages in their employees. Finally, proposals were made for preventive mitigation measures to ensure that petrochemicals reduce their costs and still maintain the safety of their employees.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975733","extended accidents;ALOHA software;explosions;oil refining;RNEST","Explosions;Accidents;Petroleum;Refining;Software;Oils;Petrochemicals","","1","","31","","13 Jul 2017","","","IEEE","IEEE Conferences"
"KDD processes in non-relational data: The case of the MineraMongo tool","T. G. Lima; R. C. M. Correia; D. M. Eler; C. Olivete-Jr; R. E. Garcia","Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil; Departamento de Matemática e Computação (DMC), Universidade Estadual Paulista, Presidente Prudente, São Paulo, Brasil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","The process of Knowledge Discovery in Databases, or KDD for short, have been intensively used in tasks focused on searching useful information based on data. The reason is that such data is generated in significant volume, high speed and with a large variety, which makes it require accurate, efficient and scalable methods to handle them. Due to this scenario, several tools and methodologies have been developed to enable data analysis and mining processes. However, there is still a lack of KDD methods based on non-relational data. Considering this scenario, this work aims to present a tool capable of providing selection, preprocessing, transformation, mining and data analysis through databases. Our results consist in a case study, which is used to demonstrate the potential of the MineraMongo tool. This research contributes in a framework of analytical and computational techniques.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975734","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975734","Data Mining;MongoDB;Weka;MineraMongo","Tools;Data mining;Databases;Data analysis;Monte Carlo methods;Knowledge discovery;Manuals","","1","","15","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Influential factors in the visibility and quality of the websites of private hospitals","J. Creixans-Tenas; N. Arimany-Serrat","Facultad de Empresa y Comunicación, Universidad de Vic - UCC, España; Facultad de Empresa y Comunicación, Universidad de Vic - UCC, España","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","7","This research analyses the Web quality and Web visibility of private non-beneficial and, at the same time, non-concerted hospitals in Spain, since it is understood that good Web quality leads to health canters being more transparent by disseminating information. In addition, four variables have been defined: good accessibility, presence of Corporate Social Responsibility (CSR) indicators, quality accreditations and availability of 2.0 tools; to study which of these factors have a direct influence on Web quality.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975735","web quality;private hospitals;CSR;accessibility;2.0 tools","Hospitals;ISO Standards;Web 2.0;Blogs;Tools;Software","","3","","36","","13 Jul 2017","","","IEEE","IEEE Conferences"
"System for monitoring and control energy consumptions","G. Marques; R. Pitarma","UDI — Unidade de Investigação para o Desenvolvimento do Interior, Instituto Politécnico da Guarda, Guarda, Portugal; UDI — Unidade de Investigação para o Desenvolvimento do Interior, Instituto Politécnico da Guarda, Guarda, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","5","The Internet of Things (loT) is a concept created to define the technological revolution of the devices used in day-to-day connected to the global Internet network. It is a technological revolution on the rise that is already present in various types of equipment. Thereby associating the need for monitoring of energy consumption to the paradigm of the Internet of Things, we intend to design and build an automatic system that allows monitoring and control of power outlets connected to the Internet via Wi-Fi called ""iPlug"". This system is a smart plug that fits a generic socket and provides information of power consumption (s) device (s) connected to it by calculating the current and the line voltage, this information is placed in a database. The iPlug also lets you know whether the outlet is on or off, change your status, and access to consumer data through two applications, a web portal and an application for iOS.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975736","energy efficiency;energy consumption monitoring;Wifi;Arduino;Smart environments;smart homes and smartphones","Monitoring;Visualization;Internet;Wireless fidelity;Portals;Mobile communication;Energy consumption","","1","","20","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Monitoring and control of the indoor environment","G. Marques; R. Pitarma","UDI - Unidade de Investigação para o Desenvolvimento do Interior, Instituto Politécnico da Guarda Guarda, Portugal; UDI - Unidade de Investigação para o Desenvolvimento do Interior, Instituto Politécnico da Guarda Guarda, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","The time that people spend inside buildings is very significant, so the environmental quality of these spaces is recognized as an important risk factor for human health. The Internet of Things (IoT) represents a technological revolution in the ascendant that is already present in several types of equipment. Thus, combining the need to monitor environmental parameters with a view to improving occupational health, with the Internet of Things paradigm, an automatic system has been developed that allows the monitoring and control of environmental conditions in indoor spaces through the Internet. The system allows you to collect moisture, temperature and luminosity data that are stored in a structured database. Access to monitoring data is accomplished through three applications - a Web portal, an Android application, and a Desktop application. Real-time monitoring allows detection and correction of unfavorable occupational health and energy efficiency situations by controlling external devices.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975737","monitoring health conditions;occupational health;Arduino;Smart environments;smart homes and Smartphones","Monitoring;Internet;Visualization;Androids;Humanoid robots;Temperature measurement;Temperature sensors","","14","","9","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Developing anti-bribery organization system based on quantitative pair-wise information an approach based on activity theory","A. Gonçalves; A. Correia; L. Cavique","INESC-ID, Lisboa, Portugal; CINAV, Portuguese Naval Academy, Almada, Portugal; MAS-BioISI, Lisboa, Portugal","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","Nowadays an important issue, for an organization is to be able to implement relevant anti-bribery risk management systems with mandatory laws. Managers strive to reach an equilibrium between a pure mandatory rule oriented organization and people freedom of choice to mitigate bribery on organization. The problem is how to develop and manage efficiently anti-bribery system in an organization without putting at risk its day by day operation. They are concerned how to balance between deep control and flexible way of people work on organization. The purpose of this document is to introduce a decision-making way of defining a context to establish an anti-bribery risk management system in accordance with the best practices. To address this matter, we will support our work in a theoretical framework for the analysis of human work and introduce anti-bribery as non-functional requirement (generic qualities of services) of organization information systems.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975738","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975738","bribery;Activity Theory;risk;pair-wise compare","Organizations;Risk management;Standards organizations;Tools;Monitoring;Decision making;Stakeholders","","1","","15","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Internet based parenting control application on teenagers","L. Haz; T. Guarda; I. Zambrano; C. Sánchez","Facultad de Sistemas y Telecomunicaciones, Península de Santa Elena-UPSE, La Libertad, Ecuador; Facultad de Sistemas y Telecomunicaciones, Península de Santa Elena-UPSE, La Libertad, Ecuador; Facultad de Sistemas y Telecomunicaciones, Península de Santa Elena-UPSE, La Libertad, Ecuador; Facultad de Sistemas y Telecomunicaciones, Península de Santa Elena-UPSE, La Libertad, Ecuador","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","13 Jul 2017","2017","","","1","6","At present, internet and social networks are most used by teenagers. New on-line conduct and preferences have been generated by positive and negative content and easily accessed in the web without any parenting control. The purpose of this paper is to recall most common risks for teenagers like inappropriate content, pornography, websites with malicious software, contact avoidance with unknown people and excessive use of Internet. Therefore, it is important to propose security mechanisms and technological tools that will allow controlling internet access. A design and development of web browser software is proposed that controls from a single computer access, browsing schedules, adult content page restriction, blocking pop-ups, use of online proxies, software download and advertisements. In this way equipment security is optimized reducing teenager hood risks.","","978-9-8998-4347-9","10.23919/CISTI.2017.7975739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975739","parental control;web navigator;risks on the internet;teenagers","Internet;Software;Security;Facebook;Visualization;Tools;Browsers","","3","","11","","13 Jul 2017","","","IEEE","IEEE Conferences"
