"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Software suite for the measurement of financial risk","M. A. Arias-Serna; F. J. Caro-Lopera; D. A. Castaneda-Palacio; J. G. Murillo-Gomez; L. T. Toro","Universidad de Medellin, Medellin, CO; Universidad de Medellin, Medellin, CO; Universidad de Medellin, Medellin, CO; Universidad de Medellin, Medellin, CO; Universidad de Medellin, Medellin, CO","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","In order to manage the different types of financial risks to which the entities of the sector are exposed on a daily basis, different national and international regulatory organizations have developed a set of monitoring and control tools in which the quantification of risks is vital for financial institutions as this allows calculating their probable losses, and subsequently allows defining and implementing procedures that contemplate the definition of general policies and risk mitigation. In coordination with these tools at the University of Medellin, a software tool called SICRIF has been developed, which has been designed as a suite composed of specialized modules that allow the quantification of liquidity risk, market risk and operational risk.","","978-989-98434-8-6","10.23919/CISTI.2018.8399143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399143","software engineering;software suite;liquidity risk;operational risk;market risk","Reactive power;Software;Tools;Media;Silicon;Instruments;Testing","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Fuzzy spatial maps to identify oil palm units: Spatial fuzzy maps","A. Pena; A. Patino; I. Bonet; M. Gongora","Grupo de Investigación: Inteligencia Computacional y Automática (GIICA), Universidad EIA, Envigado, Colombia; Grupo de Investigación: Inteligencia Computacional y Automática (GIICA), Universidad EIA, Envigado, Colombia; Grupo de Investigación: Inteligencia Computacional y Automática (GIICA), Universidad EIA, Envigado, Colombia; Centre for Computational Intelligence, DeMontfort University, Leicester, England","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Oil palm is an oleaginous crop of great use in the culinary industry. Often crude oil palm is marketed as fat or vegetable oil and has a large presence in the production of biodiesel. However, the production of crude oil palm is not exempt from controversy due to its environmental impact, thanks to the massive use of fertilizers and pesticides which call into question its sustainability over time. In this paper we proposes a fuzzy spatial model for the identification of palm units, from the integration of different vegetation indexes obtained from multispectral aerial images taken at low altitude. The integration of this vegetation indexes in a single mapgrid, allowed to identify in a large number of cases points with spatial energy concentration, which indicate the presence of oil palm unit. The results of the model will allow the localized treatment and characterization of oil palm units, generating a future alternative for the reduction of pesticides and fertilizers in this type of crops, ostensibly improving their environmental sustainability over time.","","978-989-98434-8-6","10.23919/CISTI.2018.8399144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399144","Multispectral aerial images;Fuzzy maps;Unmanned aerial vehicles;Vegetation index","Vegetation mapping;Indexes;Vegetable oils;Biofuels;Biological system modeling;Integrated circuit modeling;Agriculture","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Case study: Methodology for the development of learning objects (OA) in 3D for applications of augmented reality (AR)","J. Betzabe Samaniego-Franco; D. I. Jara-Roa; C. P. Sarango-Lapo; M. V. Agila-Palacios; J. E. Guaman-Jaramillo; J. A. Contreras-Mendieta","Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","7","The present work aims to describe the methodology used for the development of learning objects (LO) in 3D for Augmented Reality (AR) apps, based on a combination of several methodologies used in the design of LO. The methodology consists of three components: 1) app scope, 2) content, and 3) technology. For the development of 3D LO, the prototype software development approach was used, where phases 2 and 3 are executed in each new version accompanied by the respective quality assurance. As a result of the implementation. The “Biologia AR” was gotten. To validate the resulting app from the methodology, a questionnaire, with 14 items, applied to 223 students was used. The results are that 89.30 percent, consider that the app content is in line with the bibliographic material used in the subject and 75.94 percent indicates that the contents of 3D LO used has allowed them to reinforce their learning. The 77.01 percent mention that the interaction with 3D LO is more didactic than with a plain text. Regarding the inconveniences to access the app, 52.47 percent mentioned that it had some type of inconvenience, mainly in download, installation and use, therefore, it is important to know the types of mobile devices in which the applications of AR is going to be used. Hence, it is guaranteed that the methodology allows AR consistent resources to be generated with the learning outcomes, without losing sight of the digital competences that professors and the students must have.","","978-989-98434-8-6","10.23919/CISTI.2018.8399145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399145","augmented reality;methodology;AR apps","Three-dimensional displays;Software;Augmented reality;Biology;Instruments;Multimedia communication;Prototypes","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Implementation of virtual worlds in distance studies","J. A. Contreras-Mendieta; C. P. Sarango-Lapo; D. I. Jara-Roa; M. V. Agila-Palacios; J. E. Guaman-Jaramillo; J. Betzabe Samaniego-Franco","Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Nowadays there is a growing interest in the use of virtual reality environments because through immersive education participants can be offered a feeling of “being there”, through a synchronous connection that allows them to communicate with a sense of presence. The present work shows the methodology that we used for the implementation of Virtual Worlds (MV). It was developed with OpenSimulator for two subjects of a Distance education system in order to facilitate real practices of judicial hearings. It is exposed as a tactical alternative in the teaching-learning process; in addition, the results obtained are exposed when evaluating the methodology through the use and functionality of the virtual environment by students, teachers and technicians of university centers. The results indicate that 25% of students consider between difficult and very difficult to move within the MV, despite the 75% of students exposed the interaction within the MV was easy and very easy; so that, they mention that it is of great functionality due to the benefits obtained in terms of improving communication with other users and the immediacy of responses; 70% of the technicians participating in the tests were not inconvenienced, while the teachers considered very entertaining how the practice was carried out in the MV.","","978-989-98434-8-6","10.23919/CISTI.2018.8399146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399146","Virtual worlds;virtual environments OpenSimulator;immersive virtual environment","Education;Virtual environments;Software;Irrigation;Instruments;Three-dimensional displays","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Uses of internet and levels of plagiarism","J. -C. Torres-Diaz; I. Marin-Gutierrez; M. Hinojosa-Becerra","Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Departamento de Comunicación Social, Universidad Nacional de Loja, Loja, Ecuador","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","In this work, the level of incidence of the use of technologies on the level of plagiarism of university students is determined. A sample of 10,952 students from 31 universities in Ecuador was created. Students were classified based on experience, level of interaction and the use they give technology for academic activities. The results show that plagiarism tends to decrease as the student makes better use of technology for their academic activities.","","978-989-98434-8-6","10.23919/CISTI.2018.8399147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399147","Ecuador;University;ICT;plagiarism;academic performance","Internet;Plagiarism;Medical services;Silicon;Law;Instruments","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Performance evaluation in the migration process from a monolithic application to microservices","D. Guaman; L. Yaguachi; C. C. Samanta; J. H. Danilo; F. Soto","Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","8","Microservices are considered as a software architecture that allows the decomposition of a system, its components or its functionalities into a set of small services, which are implemented, deployed and managed independently. In this study, the models that allow migrating a Monolith to Microservices such as NGINX and IBM are analyzed. From these models, activities that allow such migration are carefully selected and identified. In order to implement and evaluate the activities proposed in those models, an application that initially does not have any structure at the design and coding level (using PHP programming language) is applied. Then, the application's coding language changes to Java and the classes and libraries are distributed into packages. Subsequently, as it is suggested in the models, services are identified and implemented using RESTful Web Services to finally implement the microservices using technologies such as Spring Boot, Eureka, and Zuul. In the migration process, the application under study is modified at the code and design level, including patterns such as Singleton, Façade, Strangler, Single Service per Host, Service Discovery, and API Gateway, which are used to evaluate performance as a quality attribute in each migration phase. In order to obtain the performance related metrics and to analyze the advantages and disadvantages of each migration phase, Apache JMeter as tool is used. This tool is set up to generate results regarding the use of resources such as CPU, memory, network, and database access. Finally, the results show scenarios of several concurrent users who access to consult records in the database that uses the aforementioned application in each migration phase.","","978-989-98434-8-6","10.23919/CISTI.2018.8399148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399148","microservices;migration process;monolithic architecture;performance","Java;Web services;Logic gates;Encoding;Tools;Databases","","3","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"MOOC platforms evaluation models","F. Cevallos-Macas; S. Cueva-Carrion; S. Urbina-Ramirez","Universidad Tecnica Particular de Loja, Loja, Loja, EC; Universidad Tecnica Particular de Loja, Loja, Loja, EC; Departamento de Ciencias de la Educación, Universidad de las Islas Baleares, Palma de Mallorca, España","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","7","In this research, we present a platform evaluation model that houses MOOC courses (Massive Online Open Courses) which in Spanish means “Cursos Online Masivos y Abiertos”. First of all, we made a documentary research of MOOC platforms and evaluation methods already available to evaluate and select the best platform for each institution that produces MOOC. After searching, we couldn't find an evaluation system to do this specific job, thus, we decided to make a new one based on data found in the research, where we extracted capabilities of MOOC platforms, adding other features of Virtual Learning Environments (EVA in Spanish). In this way we got an evaluation rubric which was validated by experts in the management of MOOC platforms.","","978-989-98434-8-6","10.23919/CISTI.2018.8399149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399149","MOOC;rubric;evaluation;instrument","Instruments;Electronic learning;Computational modeling;Feature extraction;Adaptation models;Data mining","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Challenge-based Learning: A proposal to support the preparation of literature review","E. A. D. Moresi; M. de Oliveira Braga Filho; J. A. Barbosa; V. C. Hatmann","Universidade Catolica de Brasilia, Taguatinga, DF, BR; Universidade Catolica de Brasilia, Taguatinga, DF, BR; Universidade Catolica de Brasilia, Taguatinga, DF, BR; Universidade Catolica de Brasilia, Taguatinga, DF, BR","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Active methodologies have emerged as an educational conception to deal with a new reality, transforming students into the main agents of their learning. One of these methodologies is challenge-based learning (CBL). The purpose of this article is to present the CBL's employment to support the foundation of research themes. At the macro level, CBL is a comprehensive philosophical approach that uses challenges to inform and guide strategic decision-making, curriculum development, and classroom practice. The CBL is adaptable to meet the needs of its context and it is divided into three interrelated phases: engaging, researching and acting. An example of CBL's employment is presented for the literature review report of a research topic.","","978-989-98434-8-6","10.23919/CISTI.2018.8399150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399150","challenge-based learning;active methologies;active learning;research methodology","Visualization;Bibliographies;Laser radar;Employment;Education;Proposals;Decision making","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Retracted: Early detection of Alzheimer's using digital image processing through iridology, an alternative method","F. Hernandez; R. Vega; F. Tapia; D. Morocho; W. Fuertes","Department of Computer Science and Department of Electrical and Electronics, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Universidad de las Fuerzas Armadas ESPE, Department of Computer Science and Department of Electrical and Electronics, Sangolquí, Ecuador; Universidad de las Fuerzas Armadas ESPE, Department of Computer Science and Department of Electrical and Electronics, Sangolquí, Ecuador; Universidad de las Fuerzas Armadas ESPE, Department of Computer Science and Department of Electrical and Electronics, Sangolquí, Ecuador; Department of Computer Science and Department of Electrical and Electronics, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","7","Over the years, alternative medicine has carried out numerous systematic studies of the eye, proposing as an analytical support to the iridology, which studies the alterations of the iris in correspondence with the organs of the human body. This is why it presents the opportunity to investigate and learn about certain neuronal diseases, specifically Alzheimer's based on digital image processing. For this, the use of mathematical models based on specialized software (Matlab), determines the characteristics of the iris establishing criteria or patterns to determine the existence or not of Alzheimer's. For this we have: i) The Fourier Transform to normalize the image; ii) The Hough Transform to locate circles in an image. In addition some learning methods based on three multi-layer classifiers were used: ZeroR, Naïve Bayes and Multi-layer Perceptron. Finally, to distinguish between the different types of pathologies, several samples must be used and well identified, that is, the data must be consistent and with a good resolution to avoid influencing the results.","","978-989-98434-8-6","10.23919/CISTI.2018.8399151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399151","","","","7","","13","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Argumentative scheme in academic texts: Algorithm for generating questions on arguments","K. Sanoki; Í. S. Vega","Pontifícia Universidade Católica PUC-SP, São Paulo - Brasil; Pontifícia Universidade Católica PUC-SP, São Paulo - Brasil","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","The purpose of this article is to present how a computational algorithm can generate questions from a main clause over an argument of the grammar sentences of an academic text. The process method starts get a text from academic repositories. An available computational application on electronic address (website) do partition the text into words and grammar sentences A database where a partitioned text will be stored will contain features of the words in grammatical meanings of morphology and semantics, and the characteristics of the grammar sentences from equalized connections with types of arguments. As result, this algorithm will show additional issues of pronouns or adverbs of the types of arguments found in the grammar sentence through sequencers of the source text, such as: conjunctions, logical and argumentative operators.","","978-989-98434-8-6","10.23919/CISTI.2018.8399152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399152","Text;Arguments;Questions;Interrogative Pronouns","Grammar;Partitioning algorithms;Nanoelectromechanical systems;Software;Databases;Morphology;Semantics","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
