"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Measurement of user experience: A Spanish language version of the user experience questionnaire (UEQ)","M. Rauschenberger; S. Olschner; M. P. Cota; M. Schrepp; J. Thomaschewski","MSP Medien-Systempartner, Oldenburg, Germany; SAP AG, Walldorf, Germany; DATEV eG, Nurnberg, Germany; Hochschule Emden/Leer, Emden, Germany; University of Vigo, Vigo, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","To improve a product you will need most likely developers, managers and user feedback. Besides the basic software qualities other important properties are usability and user experience for developing a good product. Usability is well known and can be tested with e.g. a usability test or an expert review. In contrast user experience describes the whole impact a product has on the end-user. The timeline goes from before, while and after the use of a product. We present a tool that allows to evaluate the user experience of a product with little effort. We show in addition how this tool can be used for a continuous user experience assessment.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263062","Software Quality;User Experience;Questionnaire;Usability;Test;Development","Usability;Pragmatics;Companies;Concrete;Benchmark testing","","","","11","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Using pervasive computing technologies to deliver personal and public ads in public spaces","P. Santos; F. R. Ribeiro; J. Metrôlho","Informatics Department, Polytechnic Institute of Castelo Branco, Castelo Branco, Portugal; Informatics Department, Polytechnic Institute of Castelo Branco, Castelo Branco, Portugal; Informatics Department, Polytechnic Institute of Castelo Branco, Castelo Branco, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Nowadays, advertisers and content publishers are constantly struggling to find the best advertising strategies to promote their services. They need to be able to reach the target population that is potentially interested in their products or services, without being too tiresome, and to deliver the content properly in order to capture users' attention. In this paper we describe a system that uses pervasive computing technologies for advertising purposes. It uses contextual information and personal interactions to delivered ads to individuals and to support socially-aware content selection to best fit users' interests in a public place. Based on personal interactions, the system builds an up-to-date social model that combines information about categories and ads the individual users' accessed and contextual information. This model, combined with the ads characterization and financial issues, supports the decision of which ad will be presented at each moment. Based on these principles, an advertising system was developed and evaluated. Initial results indicate that this can be an interesting approach to improve the usefulness of pervasive advertising systems for both individuals and people in public spaces.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263063","Adaptive Systems;Ambient Intelligence;Context-Aware Applications;Pervasive Advertising;Public Recommender Systems;Socially-Aware Computing;Ubiquitous Computing","Advertising;Mobile handsets;Context;History;Servers;Pervasive computing;Bluetooth","","1","","12","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Coloso: A development environment centered process and intent","S. J. B. Castro; O. S. Martinez; R. G. Crespo; J. P. Espada; V. H. M. Garcia","Engineering Faculty, District University Francisco José de Caldas, Bogota, Colombia; College of Engineering and Architecture, Pontifical University of Salamanca, Madrid, Spain; Engineering Faculty, Carlos III Technical University of Madrid, Madrid, Spain; Department of Computer Science, University of Oviedo, Oviedo, Spain; Engineering Faculty, District University Francisco José de Caldas, Bogota, Colombia","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","This paper presents a process-centered development environment called Coloso. This platform was developed in order to integrate different languages and components that help support some of the most relevant proposals regarding Software Engineering reinforcement. These proposals are directly supported within Coloso. Unlike other process-centered environments, a novel element of the proposal presented herein is the integration of emergent concepts that favor new ways of thinking about software. These emergent concepts are intended to narrow the gap between engineers' thoughts and actual developments.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263064","process-centered development environment;coloso;archimate;uml;java;component;framework;plugin;architecture","Software;Unified modeling language;Java;Educational institutions;Proposals;Robustness;Computer architecture","","","","42","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Initial dilemmas in IST research: Design science and design research, a clarification of concepts","I. Ferreira; S. Ferreira; C. Silva; J. Á. Carvalho","Centro Algoritmi, ESG/IPCA Guimarães, Universidade do Minho, Barcelos, Portugal; Centro Algoritmi, ESEIG/IPP Guimarães, Universidade do Minho, Vila do Conde, Portugal; Centro Algoritmi DSI, Escola de Engenharia, Universidade do Minho, Guimaraes, Portugal; Centro Algoritmi DSI, Escola de Engenharia, Universidade do Minho, Guimaraes, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","5","The inter-disciplinarity of information systems, applied discipline and activity of design, and the study from different paradigms perspectives explains the diversity of problems addressed. The context is broad and includes important issues beyond technology, as the application, use, effectiveness, efficiency and their organizational and social impacts. In design science, the research interest is in contributing to the improvement of the processes of the design activity itself. The relevance of research in design science is associated with the result obtained for the improvement of living conditions in organizational, inter-organizational and Society contexts. In the research whose results are artifacts, the adoption of design research as a process of research is crucial to ensure discipline, rigor and transparency. Based on a literature review, this paper clarifies the terms of design science and design research. This is the main motivation for presenting this paper, determinant for the phase in research in technologies and information systems which are the three research projects presented. As a result the three projects are discussed in relation to the concepts of design science and design research.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263065","information systems and tecnologies;design science;design research","Information systems;Silicon;Technological innovation;Europe;Business;Context;Software","","","","30","","30 Aug 2012","","","IEEE","IEEE Conferences"
"HRV patterns and exacerbations of COPD patients following routine controls: A preliminary study","M. J. Lado; A. J. Méndez; X. A. Vila; L. Rodríguez-Liñares; P. Félix","Department of Computer Science, University of Vigo, Ourense, Spain; Department of Computer Science, University of Vigo, Ourense, Spain; Department of Computer Science, University of Vigo, Ourense, Spain; Department of Computer Science, University of Vigo, Ourense, Spain; Department of Electronics and Computer Science, University of Santiago de Compostela, Santiago de Compostela, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","4","Chronic Obstructive Pulmonary Disease (COPD) is usually related to cardiovascular risk and sudden death. An effective tool for the diagnosis of exacerbations in COPD patients is the heart rate variability (HRV) analysis of polysomnograms, corresponding to patients which must be monitored in a clinical center. As an alternative, we present an ambulatory electrocardiography technique to control the COPD patients at home, by studying patients's ECGs (Electrocardiogram) in distinct periods of time, to extract possible differences in two situations: 1) previous to the exacerbation and 2) during acute episodes. Results indicate that the spectral parameters experiment important differences when they are measured in an exacerbation episode, compared to the values obtained in the ECG recordings obtained one or two months before.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263066","Chronic Obstructive Pulmonary Disease (COPD);Heart Rate Variability (HRV);Electrocardiogram (ECG);Spectral Analysis","Heart rate variability;Diseases;Electrocardiography;Spectral analysis;Hafnium;Indexes","","1","","16","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Design and implementation of a simulation platform for Link-16 networks using NS-2","M. Chacón; M. Esteve; I. Pérez; C. E. Palau","Departamento de Comunicaciones, Universitat Politécnica de Valéncia, Valencia, Spain; Departamento de Comunicaciones, Universitat Politécnica de Valéncia, Valencia, Spain; Departamento de Comunicaciones, Universitat Politécnica de Valéncia, Valencia, Spain; Departamento de Comunicaciones, Universitat Politécnica de Valéncia, Valencia, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Research on modeling and simulation of tactical data link systems, especially on Link 16, has become a significant area in recent years. This is due to NATO has decided to install Link 16 tactical systems on all of their military platforms used to defense and rescue actions. Link 16 is currently the most modern standard for secure data transmission over military networks. This paper presents a layered model for Link 16 simulation. It was developed and evaluated on NS-2.34 simulator. In addition we propose different simulations and scenarios to evaluate our Link 16 model and finally the results of this studio are presented.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263067","Wireless ad hoc networks;Military networks;Tactical data links;Link 16;NS-2","Time division multiple access;Silicon compounds;Throughput;Radar detection;Data models;Software","","","","13","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Daily Ecopertrol stock performance estimate by using estimation of distribution algorithms (EDAs): Evolutionary computation","A. P. Palacio; C. P. Orozco; S. R. Arenas; C. Lochmüller","Grupo de Investigación en Ingeniería del Software y Modelamiento Computacional (GISMOC), Escuela de Ingeniería de Antioquia, Envigado, Colombia; Grupo de Investigación en Ingeniería del Software y Modelamiento Computacional (GISMOC), Escuela de Ingeniería de Antioquia, Envigado, Colombia; Grupo de Investigación en Gerencia, Productividad y Calidad (GPC), Escuela de Ingeniería de Antioquia, Envigado, Colombia; Grupo de Investigación en Gerencia, Productividad y Calidad (GPC), Escuela de Ingeniería de Antioquia, Envigado, Colombia","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","In this paper a model, which is based on the principles of evolutionary computation, will be developed and analyzed for financial forecasting and time series prediction. The model refers to returns, prices and transaction volumes of stocks that are listed on the Colombian Stock Exchange (BVC), and particularly to time series that represent the returns of the stocks of Ecopetrol. The proposed model uses the estimation of distribution algorithms (EDA's) for the short-term projection of the returns of such stocks. The EDAs, unlike other optimization techniques that are based on traditional evolution algorithms, provide greater statistical robustness in shaping the population of individuals and with respect to the number of generations that are required to solve the problem. For this purpose the EDA incorporates three dynamic populations that explore the solution space of the problem by using a mechanism which propagates the differences that exist among the best individuals. Additionally, it includes a strategy to preserve the diversity of the population. The proposed model allowed short-term projections for the future values of the returns of Ecopetrol stocks, departing from a set of parameters and variables that make up the stock price. This way the behavior of a specific asset can be described over time and the complexity which is associated with the application of traditional techniques, that allow the modeling of financial time series, can be eliminated.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263068","Time Series;Estimation of Distribution Algorithms (EDA's);Evolutionary Computation;Evolutionary Mechanism;Ecopetrol","Computational modeling;Adaptation models;Time series analysis;Estimation;Evolutionary computation;Covariance matrix;Media","","","","23","","30 Aug 2012","","","IEEE","IEEE Conferences"
"A simulation tool for RFID EPC Gen2 protocol","H. Landaluce; A. Perallos; I. Angulo","Instituto Tecnológico Deusto (DeustoTech), Universidad de Deusto, Bilbao, Spain; Instituto Tecnológico Deusto (DeustoTech), Universidad de Deusto, Bilbao, Spain; Instituto Tecnológico Deusto (DeustoTech), Universidad de Deusto, Bilbao, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","RFID technology is increasingly being used in many kinds of applications, using bigger amount of tags. A simulation tool to test the performance of the system before being implemented is very important. In this paper, a simulator of the EPC Gen2 Class1 (for passive tags) protocol is developed. This simulator allows the user to know the behaviour of the RFID system with a concrete number of tags, since it is one of the most used protocols nowadays. Some tests have been done comparing them with the latencies measured in a commercial RFID reader to validate the behaviour of the simulator.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263069","RFID;simulador;EPC;Gen2;anti-colisión","Radiofrequency identification;Silicon;Electronics packaging;Radiation detectors;Protocols;Radio frequency;Media","","2","","10","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Game engine for creating e-learning assessments","A. R. Vega","Tecnológico de Costa Rica, Cartago, Costa Rica","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","7","Over time, methods of evaluation in the education process has been exhausting and not very attractive for students. Currently there are different ways of assess knowledge through activities that promote the interests of the learners, so they find entertainment in these processes. This article describes the implementation of Game Engine project, which involves the creation of assessments through playful elements within a virtual learning environment. The objective of this project is to improve assessment methods in courses taught in the Tecnológico de Costa Rica (TEC) through the platform. LRN implemented by the tecDigital (TEC project, which aims to promote and facilitate the use of information and communication technologies in the educational process).","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263070","game engine;e-learning;assessments;.LRN","Least squares approximation;Games;Engines;Electronic learning;Flexible printed circuits;Internet;HTML","","","","12","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Scientific computing on the Internet: Direct resolution of several engineering problems","M. Casquilho; F. C. Rosa","Department of Chemical Engineering, Instituto Superior Técnico, Technical University of Lisbon, Lisboa, Portugal; Department of Chemical Engineering, Instituto Superior Técnico, Technical University of Lisbon, Lisboa, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","4","The Internet, in an era of its omnipresence, has not, in our opinion, been significantly used for scientific computing. We ourselves have, nonetheless, made full use of the former to implement the latter, namely in teaching. We present several illustrations of the practice of scientific computing on the Internet, applied to the direct resolution of some engineering cases: chemical and civil engineering, operational research, and statistics. We believe that this approach has been beneficial, namely, in our teaching activities. The extension to the collaboration with industry is obvious, provided that adequate conditions are secured. Our applications are built on a Linux platform and combine several necessary tools and computer languages (PHP, Fortran 90, `gnuplot'). As truly Web applications, this approach has the advantages of allowing for ubiquitous access without any software installation on the user's computer (except in an example with WebMathematica), thus avoiding machine or platform peculiarities.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263071","Scientific computing;Internet;Web applications;computer languages","Internet;Scientific computing;Web pages;Chemical engineering;Civil engineering;Graphics;Computers","","","","8","","30 Aug 2012","","","IEEE","IEEE Conferences"
"QoSTVModel: A semantic model for analysis of QoS in interactive applications for SBTVD","M. S. Couto; V. L. da Silva; B. G. da Rocha; C. M. F. A. Ribeiro","Programa de Pós-Graduação em Ciência da Computação-PPgCC, Laboratório LUMEN, Universidade do Estado do Rio Grande do Norte, Natal, Brazil; Programa de Pós-Graduação em Ciência da Computação-PPgCC, Laboratório LUMEN, Universidade do Estado do Rio Grande do Norte, Natal, Brazil; Programa de Pós-Graduação em Ciência da Computação-PPgCC, Laboratório LUMEN, Universidade do Estado do Rio Grande do Norte, Natal, Brazil; Programa de Pós-Graduação em Ciência da Computação-PPgCC, Laboratório LUMEN, Universidade do Estado do Rio Grande do Norte, Natal, Brazil","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","4","This paper aims to investigate and analyze the requirements of Quality of Service (QoS) in the Brazilian Digital TV System (SBTVD). To achieve this goal we propose a semantic model for knowledge representation, which covers the main elements that suffer influence and/or produce impacts over the quality level provided by interactive applications. Despite this model focuses the Brazilian TVD System, we believe that it can help the automated reasoning on the feasibility of interactivity tasks by considering applications running over different technological circumstances.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263072","Digital Television;Interaction;Quality of Service","Quality of service;Irrigation;Digital TV;Computational modeling;Semantics;Analytical models","","","","10","","30 Aug 2012","","","IEEE","IEEE Conferences"
