"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A comparative study about mobile learning with gamification and augmented reality in high education instituitions across South Europe, South America, and Asia countries","N. Durão; F. Moreira; M. J. Ferreira; C. S. Pereira; N. Annamalai","REMIT, IJP, Universidade Portucalense, Portugal; Universidade de Aveiro, Aveiro, Aveiro, PT; Universidade do Minho, Braga, Braga, PT; REMIT, IJP, Universidade Portucalense, Portugal; Universiti Sains Malaysia, Minden, Pulau Pinang, MY","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","In current context, the society is being transforming itself in what genetically is named as digital society. The digital is taking over the organizations that perceive in technology an advancement/added value for their business. In the context of higher education as part of society, it is thus “forced” to change its operant mode in general and in particular in the teaching- learning process making it more digital, and at the same time more motivating for students. The aim of this study is to investigate the perception that higher education professors in the area of technology, across South Europe, South America, and Asia countries have about the use of mobile technologies such as gamification and augmented reality and how they can be used to promote student's engagement inside and outside of the classroom.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760854","Mobile Learning;Gamification;Augmented Reality;Professors;Higher Education","Education;Augmented reality;Mobile handsets;Asia;Europe;South America","","9","","32","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Use preferences in Help Documentation","A. B. de Sales; E. G. Queiroz Palmeira","Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","Despite the great advances in software usability, there are still recurrent doubts on how to operate an application. The aim of this paper is to evaluate use preference in learning a software, among 8 types of help documentation (manuals, online help, articles, FAQ, interactive online tutorials, tutorial videos, online forums and training) and three help alternatives (autonomous research, search engines, asking experienced users for help). The applied methodology had an exploratory character and used a questionnaire-based data collection technique. The respondents of the questionnaire were 104 students of the Software Engineering course of the University of Brasília (UnB), Brazil. Among the results of the study, the recurrent use of each help medium, evaluated here individually, was highlighted. In this research, among the results found, it was evidenced that the respondents assigned high importance to help documentation, although they prioritized the use of alternative forms of help, such as different types of help documentation provided by third parties.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760947","user preferences;help documentation;help systems;human-computer interaction","Software;Documentation;Manuals;Tutorials;Videos;Nanoelectromechanical systems;Google","","1","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Design of information system architecture for the recommendation of tourist sites in the city of Manta, Ecuador through a Chatbot","D. Arteaga; J. Arenas; F. Paz; M. Tupia; M. Bruzza","Pontificia Universidad Catolica del Peru, Lima, PE; Pontificia Universidad Catolica del Peru, Lima, PE; Pontificia Universidad Catolica del Peru, Lima, PE; Pontificia Universidad Catolica del Peru, Lima, PE; Universidad Laica Eloy Alfaro de Manabi, Manta, ManabÃ­, EC","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","Nowadays, the development of computer systems for service recommendations is becoming increasingly common. On Internet, users can find from recommended web sites that appear as advertising, to virtual assistants that interact with the people through -per example- a chat. The current paper will present a solution for the recommendation of tourist places of the city of Manta, Ecuador. These recommendations will be performed through the decision trees algorithm and will have a chatbot as user interface in Facebook Messenger. The presented solution integrates different components, and this paper will describe the proposal by means of diagrams of software architecture. Within these components, the integration of Web services such as IBM Watson Assistant and Google Dialogflow will be presented.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760669","software architecture;web services;information system;application of computer science;chabot","Databases;Web services;Mobile applications;Urban areas;Information systems;Decision trees;Software algorithms","","12","","18","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Multi-user Virtual Environments in HbbTV","J. -F. Fondevila-Gascón; M. Polo-López; S. Vilajoana-Alejandre; J. -M. Lavin-de la Cavada","Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","Multi-user environments are evolving in the Broadband Society. The Internet has fostered a lot of possibilities in this area. However, the addition television + Internet are a new and thrilling multi-user virtual environment, merged with the traditional audio-visual screen. Curiously, television, in terms of audience, is resisting with difficulties the push of the Internet and maintains the leadership in quantity of audience, but it is necessary to measure the virtual multi-user impact if you include advertising inputs. The debate is how to measure, in a technically adequate and efficient way, the audiences. The progressive penetration of the HbbTV (Hybrid broadcast broadband Television) standard in homes breaks the traditional patterns of audience measurement. It supposes the union between the Internet and audio-visual, so that, in interactive contents, the viewer can derive towards online contents. This raises certain situations, such as the control of the duration of the visit to an advertisement, and new decisions on the control of users. It can be considered a single visit, or segment the audio-visual metrics of the Internet. In this quantitative research the data of a survey on HbbTV in Spain is analyzed. Professionals of the sector are questioned about the way forward to some of these debates. It is concluded that the data obtained by visit of multi-users in virtual environments must be integrated, but that the minutes of follow-up through the Internet must be determined according to the rules of minutes per hour of television advertlsing.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760796","component;formatting;style;styling;insert","Internet;Measurement;Broadband communication;Advertising;Standards;Cable TV","","","","20","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Prototype of smart community alarm for monitoring events and incidents related to citizen safety","L. Haz; I. Carrera; M. F. Molina; G. V. Saltos Bernal","Universidad de Guayaquil, Guayaquil, Guayas, EC; Universidad de Guayaquil, Guayaquil, Guayas, EC; Universidad de Guayaquil, Guayaquil, Guayas, EC; Escuela Superior Politecnica del Litoral, Guayaquil, Guayas, EC","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","Nowadays, citizen security events and incidents constitute an imperative problem for inhabitants and the government of any territory. Different scenarios can increase risk level and physical and psychological damage on people's integrity. In that sense, the use of technology allows to integrate different services that provide a practical and reliable solution for different risk scenarios. This work presents the design of a prototype for a smart community alarm that sends an alert in emergency cases through the use of a mobile application, an Arduino board and a GSM-GPRS module. The main contribution of this prototype is to ease the communication of events and security incidents between citizens and the relief institution. For prototype functionality evaluation, four test scenarios were designed, those scenarios represent the incidents with more frequency in the community. Further results are: response time evaluation, sound type and decibel level that must be generated according to incident type.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760645","smart alarm;arduino;GSM-GPRS;mobile application","Security;Monitoring;Prototypes;Global Positioning System;Smart cities;Information systems;Internet of Things","","1","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"On Using Spectral Estimation for Feature Extraction of Microseisms at Cotopaxi Volcano","R. A. Lara-Cueva; D. Aguinaga","Departamento de Ingeniería Eléctrica y Electrónica, Universidad de las Fuerzas Armadas ESPE, Grupo de Investigación en Sistemas Inteligentes (WiCOM-Energy) and Ad Hoc Networks Research Center (CIRAD), Sangolquí-Ecuador, 171-5-231B, UIO; Departamento de Ingeniería Eléctrica y Electrónica, Universidad de las Fuerzas Armadas ESPE, Grupo de Investigación en Sistemas Inteligentes (WiCOM-Energy) and Ad Hoc Networks Research Center (CIRAD), Sangolquí-Ecuador, 171-5-231B, UIO","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","This paper presents a feature extraction method by using spectral analysis techniques of microseisms, this allows to classify events correctly due to microseisms are the most important sources of information in order to launch an effective early warning in case of an imminent volcanic eruption to safeguard human lifes. We work based on a database contains microseisms representing volcano-tectonic, long period, hybrids, and tremors, which were previously labeled by the Instituto Geofísico de la Escuela Politécnica Nacional, data obtained from Cotopaxi volcano with a broadband seismometer. The results, obtained by analyzing the power spectral density, have shown three main features that allow to discriminate among these types of events with an accuracy of 93%.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760775","Feature Extraction;Long Period;Power Spectral Density;Volcano Tectonic","Volcanoes;Feature extraction;Information systems;Integrated circuits;Estimation;Ad hoc networks;Spectral analysis","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Relationship between securities that make up the yield curve of the Colombian public debt market","J. Cantillo; J. Gonzalez; M. Arango; M. Jaramillo","Universidad de Medellin, Medellin, CO; Medellín, Colombia; Universidad de Medellin, Medellin, CO; Universidad de Medellin, Medellin, CO","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","7","Based on the information of the yield curve (CR) of Colombia, it is sought to find the existing relationships between the titles that compose it; specifically sets of two or three assets; and with this analyze whether or not there are cointegration or equilibrium relations in the long term. Taking this into account, it was found that there are cointegration relations between October 18 and July 20 for the case of peer analysis and for the case of analysis of trios, a strong relationship was found between October 2018, November 2018 and July 2020. These results are obtained optimally using a Python algorithm that looks for all possible relationships between the considered assets. This algorithm is part of the contribution of this work, and also the finding and the evidence that there are cointegrated assets in the yield curve of Colombia. With this, medium-term debt portfolio investment strategies can be designed.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760982","Yield Curve;local TES Market;Fixed Income;Econometric Models","Information systems;Security;Portfolios;Investment;Econometrics;Biological system modeling;Software","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Analysis and Comparison of Cryptographic Algorithms applied to IoT","V. L. Junior; G. A. D. Miranda; K. C. Gonçalves; C. A. Silva","Instituto Federal de Minas Gerais - Sabará, Sabará, Brasil; Instituto Federal de Minas Gerais - Sabará, Sabará, Brasil; Instituto Federal de Minas Gerais - Sabará, Sabará, Brasil; Instituto Federal de Minas Gerais - Sabará, Sabará, Brasil","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","Technology is advancing daily. The use of the internet, devices and sensors are increasingly present in daily life making the Internet of Things (IoT) the subject of recent research. The technologies of the IoT provide many benefits to the world, but it can also provide security breaches and can cause major social and economic losses. In this way it is necessary to develop efficient methods of information security. In this work we implement, analyze and compare classical cryptographic algorithms of the literature using the ESP8266 microcontroller commonly used in IoT applications.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760998","cryptography;IoT;information of security;algorithms","Internet of Things;Software;Hardware;Cryptography;Information systems","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Quality Management System Based on the ISO 9001:2015: Study Case of a Coachwork Company","F. Tigre-O; E. E. Tubón-Núñez; S. Carrillo; J. Buele; F. Salazar-L","Universidad Tecnica de Ambato, Ambato, Tungurahua, EC; Universidad Tecnica de Ambato, Ambato, Tungurahua, EC; Universidad Tecnica de Ambato, Ambato, Tungurahua, EC; Universidad Tecnica de Ambato, Ambato, Tungurahua, EC; Universidad Tecnica de Ambato, Ambato, Tungurahua, EC","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","This paper discusses the management of the quality system in a coachwork company based on the ISO 9001 standard, version 2015 and it aims directing and controlling the productive processes to ensure compliance with the operation parameters and to achieve the expected effects. The development of this action research comprises: (i) description of the manufacturing processes, (ii) diagnosis of the ISO 9001:2015 requirements, (iii) documentation structure of the QMS and (iv) development of the Quality Route method as an improvement for critical processes which generate non-compliant results. The proposed continuous improvement model aims to adapt the company to current market needs and meet the customers' necessities, allowing the enterprise to increase its productivity and profitability thanks to the systematic optimization and development of its processes. This encourages a specific management and generates positive changes in the organization, maintaining a vision of improvement and continuous innovation, in search of assurance of the quality of the products/services. In the application allows to compare with the initial situation made to the manufactured product, and it is found that the percentage of defects decreased from 72.0% to 36.0%. The method of the Quality Route based on the Deming cycle with its stages; plan, do, check and act, implemented as a continuous improvement action in body manufacturing processes, allows solving problems from identified improvement opportunities, establishing a quality control system in the manufacturing phases of the product, through the execution of visual inspections and use of records.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760816","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760816","ISO Standards;Manufacturing industries;Project Management;Quality metrics;Standards organizations","ISO Standards;Manufacturing processes;Companies;Inspection;Quality management;Process control","","5","","12","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Architecture and Building Enginnering Educational Data Mining. Learning Analytics for detecting academic dropout","D. Simon; D. Fonseca; S. Necchi; M. Vanesa-Sánchez; C. Campanyà","Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES; Universitat Ramon Llull, Barcelona, Catalunya, ES","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","The present work is part of a broader research related to the improvement of the teaching methodology, in the undergraduates degree of Architecture and Building Engineering through the application of new technologies. The aim of the proposal is to confirm that changes in the teaching methodology improve the learning experience, in our case using a learning analytics approach. In this case study, we focused in one First Year subject: Descriptive Geometry, which has a high rate of repeating students, as well as an early dropout. We have implemented an educational data mining mixed approach related to the mid-semester exams (midterm), and we stablished a relation with the final marks of the subject in two periods with differentiated methodologies, Pre-Bologna (2006-09), and Post-Bologna (2015- 18). The objective of this analysis is to predict what students are closer to leave the course after the midterm results based on the topics examined, so that we can influence and implement new methodologies, technologies and systems to improve these topics.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760986","Educational data mining;learning analytics architecture;builiding enginnering;academic dropout;improvement of educational methodology","Data mining;Visualization;Architecture;Buildings;Education;Information systems;Proposals","","3","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
