"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Effective meetings: With a focus on the emotions and the conversations to improve the capital in the organizations","E. Olguín; B. Crawford; R. Soto","Universidad San Sebastián, Santiago, Chile; Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","If the meetings within the organizations properly fulfill their purposes would be of a high strategic value. However, they are often considered as inefficient and ineffective. The organizations invest time and resources in improving their productions and organizational processes but not in optimizing their meetings. When they do so, usually they do not get the results expected. At first glance, it seems an issue of an easy solution but it is not, because it is connected to the complexity of human beings. The traditional conception associates a meeting with a time or physical space where issues that are in a list of topics are addressed. Through the proposal that we have successfully worked in the organizations we outline that the meetings are rites of conversational networks and organizational processes. This understanding opens a wide range of possibilities and opportunities of optimization.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170361","efective meetings;conversations;conversational networks;organizational processes;conversational design","Silicon;Organizations;Publishing;Silicon compounds;Production;Complexity theory","","","","10","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Online transparency assessment: The case of Directorate-Generals and SIADAP","R. P. Lourenço; P. Moura e Sá; S. Veloso","Faculdade de Economia, Universidade de Coimbra, Coimbra, Portugal; Faculdade de Economia, Universidade de Coimbra, Coimbra, Portugal; Faculdade de Economia, Universidade de Coimbra, Coimbra, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","The goal of this paper is to analyze the online availability of Portuguese Directorate-Generals (DG) assessment related information, and determine whether the existing favorable conditions to such disclosure are, nevertheless, sufficient. The DG assessment process is framed by the SIADAP 1 (public services assessment) legislation which includes mandatory information disclosure requirements, and the existence of a dedicated portal (GeADAP) to collect and disclose assessment data. This study included the analysis of DG web sites and the GeADAP portal in search of information concerning the years 2008 and 2013 and two important moments of the assessment process: the beginning (establishing the assessment instrument — setting objectives) and the end (assessment results) of the process. In general, it was found that less than expected information is available considering the legal obligations, the existence of a dedicated portal, and the general Open Government principles adopted worldwide. Such results may be a consequence of the lack of information disclosure monitoring and public officials' accountability procedures.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170362","open government;online transparency;accountability;SIADAP","Portals;Instruments;Government;Monitoring;Internet;Law","","","","19","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Identification of the affinity in audiovisual advertising by using adaptive vector models","V. C. Bello; P. A. Peña; R. S. Osuna","Grupo de Investigación en Ingeniería del Software y Modelamiento Computacional (GISMOC), Escuela de Ingeniería de Antioquia - EIA, Envigado, Colombia; Grupo de Investigación en Ingeniería del Software y Modelamiento Computacional (GISMOC), Escuela de Ingeniería de Antioquia - EIA, Envigado, Colombia; Grupo de Investigación en Ingeniería del Software y Modelamiento Computacional (GISMOC), Escuela de Ingeniería de Antioquia - EIA, Envigado, Colombia","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","7","Nowadays, one of the main challenges in marketing is connecting consumers with brands, and of course with products. This connection could be possible when there are involved feelings, emotions and sensations of the consumer, to find them, there are techniques such as focus groups, projective methods or personal interviews, among other. Despite the progress of these techniques in recent years by psychologists and marketing professionals, there is still a clear absence of models that help to identify in real time the affinity, the interests and the preferences of consumers for a particular product or brand. In order to solve the above, three adaptive vector models are developed and analyzed, based on the principles of computational intelligence, to identify in real time the affinity of consumers for certain audiovisual advertising by recording their brain bioelectrical activity. The results obtained, reach levels of identification of affinity close to 80% on average, from the identification of its predisposition to short periods of time throughout the length of certain audiovisual advertising.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170363","Neuromarketing;Affinity;Computational Intelligence;Support Vector Mechines;Electroencefalographic Signals (EEG);Brain Computer Interface (BCI)","Brain modeling;Electroencephalography;Kernel;Adaptation models;Computational modeling;Mathematical model;Headphones","","","","36","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Conception of a formative distance service about modalities of payment in e-Commerce","T. Donas Botto Teixeira; A. M. Valente de Andrade","Faculdade de Economia e Gestão, Universidade Catolica Portuguesa, Lisboa, Lisboa, PT; Departamento de Gestão, Universidade Catolica Portuguesa, Lisboa, Lisboa, PT","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","The paper starts with an overview of the state of the art in technology mediated service in the e-learning field about payments in the e-Commerce market. With the fast grow of distance learning technologies it is important to think about some innovations in the pedagogic strategies to improve education. The students have different learning styles and the tutor needs to support those needs, to ensure the quality of learning and keep them motivated. As an answer to a lack of organized information in this field we create a module about different modalities of payment in e-Commerce as a formative mediated technology service using the platform BlackBoard coursesites to deliver and mediate the instruction, supported in different types of communication (synchronous and asynchronous).","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170364","higher education;technology mediated service;learning environment in b-learning;distance learning;gamification;e-Commerce payments","Electronic learning;Internet;Context;Reflection;Consumer electronics;Computer aided instruction","","","","24","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Binary cat swarm optimization for the set covering problem","B. Crawford; R. Soto; N. Berríos; F. Johnson; F. Paredes","Pontificia Universidad Católica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Católica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Católica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Católica de Valparaiso, Valparaiso, Chile; Escuela de Ingenieria Industrial, Universidad Diego Portales, Santiago, Chile","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","The set covering problem belongs to the combinatorial optimization problems, whose complexity is exponential theoretically established as NP-complex problems. Consists in finding a subset of columns in a matrix of zeros and ones such that cover all rows of the matrix at minimal cost. The solution to this problem is presented using, for first time, the binary cat swarm optimization algorithm. This metaheuristic is based on the cat's behavior, where cats have curiosity by objects in motion and have a great hunting ability. Cats have two modes of behavior: seeking mode and tracing mode. The algorithm is tested on 65 instances, which are compared in a result table including a column with the relative percentage deviation.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170365","binary cat swarm optimization;set covering problem;metaheuristic","Particle swarm optimization;Cats;Computers;Expert systems;Ant colony optimization;Computer science;Optimization","","9","","23","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Set covering problem solved by new binary firefly algorithm","B. Crawford; R. Soto; M. Riquelme-Leiva; C. Peña; C. Torres-Rojas; F. Johnson; F. Paredes","Universidad Finis Terrae, Santiago, Chile; Pontificia Universidad Catolica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Catolica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Catolica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Catolica de Valparaiso, Valparaiso, Chile; Pontificia Universidad Catolica de Valparaiso, Valparaiso, Chile; Universidad Diego Portales, Santiago, Chile","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","In this paper, we propose a Modified Binary Firefly Algorithm to solve different instances of the Set Covering Problem (SCP). The Set Covering Problem is considered a classic combinatorial optimization problem, belonging to the class NP-hard problem [8] and have many practical applications. In this paper we consider applying Modified Binary Firefly Algorithm supported in eight Transfer Functions and five Discretization Methods that allow us to express the solution of the problem in the binary domain. The different results presented in this paper show that our algorithm is a good alternative at a low cost to solve the SCP.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170366","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170366","Set Covering Problem;Modified Binary Firefly Algorithm;NP-hard;Transfer Functions;Discretization Methods","Computers;Transfer functions;Mathematical programming;Computer science;Processor scheduling;Optimized production technology","","1","","18","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Design of an intelligent system to support the diagnosis of patients","J. L. Flores; M. Aristizabal; J. A. Echeverri Arias; C. Marín","Ingenieria de Sistemas, Servinte SAS, Medellín, Colombia; Medellín, Ingenieria de Sistemas; Ingenieria de Sistemas, Universidad de Medellin, Medellin, CO; Universidad CES, Medellín, Colombia","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","The information's systems have become in indispensable elements in different technology fields and health area has been a great beneficiary. This type of system allow timely delivery and accurate of medical information which converts an indispensable input for attendant a timely manner a medical emergency. This work is focused in the design and development of intelligent system for classification in the care of patients of health system in Colombia. The paper describe aspects relatives with architectural system that can perform medical diagnostics to patients who have been classified low priority and would be left long periods of time to be served.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170367","intelligent system;software achitectural;clasifficatioin systems","Intelligent systems;Software;Medical diagnostic imaging;Silicon;Visualization;Decision support systems","","","","8","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Hybrid algorithms for solving Sudokus","R. Soto; C. Galleguillos; N. Niño; B. Crawford; F. Paredes","Pontificia Universidad Católica de Valparaiso, Chile Universidad Central de Chile, Chile; Pontificia Universidad Católica de Valparaiso, Chile Universidad San Sebastian, Chile; Pontificia Universidad Católica de Valparaiso, Chile; Pontificia Universidad Católica de Valparaiso, Chile; Universidad Diego, Portales, Chile","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","The aim of the Sudoku puzzle is filling with digits from 1 to 9 into each cell of a square matrix with 9 rows and 9 columns, divided into 9 3 × 3 regions, so that each column, row, and region contains have different values. This paper reports recent results for solving Sudokus achieved by combining metaheuristics and AC3 which is a filtering technique coming from the constraint programming domain.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170368","sudoku;metaheuristics;AC3","Marine animals;Programming;Particle swarm optimization;Search problems;Conferences;Artificial intelligence","","","","14","","30 Jul 2015","","","IEEE","IEEE Conferences"
"New techonologies towards cognitive stimulation in elderly with dementia: Effects and potential","I. Miguel; H. A. da Luz","Universidade Portucalense Infante D. Henrique, IPCDVS - Instituto de Psicologia Cognitiva Desenvolvimento Vocacional e Social (FPCE-UC); Instituto Superior Bissaya Barreto, CESNOVA - Centro de Estudos de Sociologia da Universidade Nova de Lisboa","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Dementia is currently one of the main diseases associated with aging, with serious and significant functional limitations for the elderly. Given its increasing incidence [1], intervention in the field of dementia has been guided by the development of cognitive stimulation strategies and programs, which seek to minimize its adverse effects and simultaneously optimize elderly overall functionality [2] [3] [4]. These programs are new fields of knowledge and intervention, in more recent cases supported by new technologies that, due to their sensitivity, efficiency and accessibility, prove effective in terms of intervention in cognitive impairment. Indeed, several programs, using new technologies, have demonstrated their usefulness and positive outcomes for elderly with dementia. The aim of this paper is to present an empirical approach review of the effects of cognitive stimulation using new technologies in elderly patients with dementia. The conclusion emphasizes that intervention produces successful results in the stabilization and improvement of cognitive losses, presenting new technologies as important alternatives to the more conventional ways of dealing with this disease.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170369","new technologies;dementia;potential;cognitive stimulation;effects","Software;Instruments;Dementia;Visualization;Senior citizens;Training","","2","","41","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Selection constructive based hyper-heuristic for dynamic scheduling","S. Gomes; A. Madureira; B. Cunha","GECAD - Knowledge Engineering and Decision Support Research Center School of Engineering from Polytechnic of Porto (ISEP/IPP), Porto, Portugal; GECAD - Knowledge Engineering and Decision Support Research Center School of Engineering from Polytechnic of Porto (ISEP/IPP), Porto, Portugal; GECAD - Knowledge Engineering and Decision Support Research Center School of Engineering from Polytechnic of Porto (ISEP/IPP), Porto, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Manufacturing environments require a real-time adaptation and optimization method to dynamically and intelligently maintain the current scheduling plan feasible. This way, the organization keeps clients satisfied and achieves its objectives (costs are minimized and profits maximized). This paper proposes an optimization approach - Selection Constructive based Hyper-heuristic for Dynamic Scheduling - to deal with these dynamic events, with the main goal of maintaining the current scheduling plan feasible and robust as possible. The development of this dynamic adaptation approach is inspired on evolutionary computation and hyper-heuristics. Our empirical results show that a selection constructive hyper-heuristic could be advantageous on solving dynamic adaptation optimization problems.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170370","Dynamic Scheduling;Rescheduling;Hyper-Heuristics;Optimization;Dynamic Adaptation","Dynamic scheduling;Job shop scheduling;Optimization;Genetic algorithms;Processor scheduling;Evolutionary computation","","","","24","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Using a MDD approach to develop software systems","P. H. T. Costa; E. Dias Canedo","Universidade de Brasília, Brasília, DF; Faculdade UnB Gama, Universidade de Brasília, Gama, DF","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Modern software systems are becoming increasingly complex as customers demand richer functionality delivered in ever shorter timescales. In this context, the model-oriented approach presents a significant potential in dealing with such problems. This work aims at increasing the development productivity of software systems through the MDA.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170371","Model Driven Software Development;Metamodel;Ombudsman","Unified modeling language;Computational modeling;Java;Context modeling;Model-driven development;Software systems","","","","10","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Scheduling single-machine problem oriented by Just-in-Time principles — A case study","J. D. Dantas; L. R. Varela; A. M. Madureira","Department of Production and Systems, University of Minho, Portugal; Department of Production and Systems, University of Minho, Portugal; GECAD Research Group, Polytechnic Institute of Porto, Porto, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Developments in advanced autonomous production resources have increased the interest in the Single-Machine Scheduling Problem (SMSP). Until now, researchers used SMSP with little to no practical application in industry, but with the introduction of multi-purpose machines, able of executing an entire task, such as 3D Printers, replacing extensive production chains, single-machine problems are becoming a central point of interest in real-world scheduling. In this paper we study how simple, easy to implement, Just-in-Time (JIT) based, constructive heuristics, can be used to optimize customer and enterprise oriented performance measures. Customer oriented performance measures are mainly related to the accomplishment of due dates while enterprise-oriented ones typically consider other time-oriented measures.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170372","Single-Machine Scheduling Problem;Scheduling;Perfomance Measures;Just-in-Time;Comparative Analysis;Heuristics","Job shop scheduling;Single machine scheduling;Processor scheduling;Manufacturing;Dispatching;Time measurement","","","","43","","30 Jul 2015","","","IEEE","IEEE Conferences"
