"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Shape grammars for creative decisions: In the architectural project","J. Tching; J. Reis; A. Paio","ISCTE-IUL Institute University of Lisbon, Portugal; ISCTE-IUL Institute University of Lisbon, ADETTI-IUL, Portugal; ISCTE-IUL Institute University of Lisbon, ADETTI-IUL, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","6","Shape grammars, used in applications in the field of Computational Creativity (CC), might provide the artists with applications to assist them in the creative process, not only creating solutions but also as a way of creating new ideas. In architecture, shape grammars can work with rules which will convey legal restrictions, space needs and goals that the architect needs or wants to fulfil, creating possible solutions to a project. A wide range of solutions can be tested in computational application based in shape grammars. These applications can also encourage the architect to go further in his creativity through the shape emergence where the conditions are fulfilled and presented as innovative and/or unexpected. Due to the strict rules they have to obey and to the issues they are supposed to respond and, not being a mere artistic intention but rather a response to a specific need/objective intention (space building), architectural projects show a set of common phases which might take a lot of advantages from computational applications and at the same time respond not only to the technical needs but also to the creative goals.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615710","shape grammar;Computational Creativity;architectural Project","Shape;Grammar;Floors;Law;Artificial intelligence","","","","14","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Performance management in public Portuguese's hospitals","J. C. Caiado; M. Neto","ISEGI, Lisboa, Portugal; ISEGI, Lisboa, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","In the first phase of this work we propose to evaluate performance in the extent to which public hospitals that use enterprise performance evaluation methodologies like Balanced Scorecard (BSC), can achieve better results in different dimensions to evaluate the established indicators. The four dimensions of performance evaluation that we are analyzing are the dimension of quality of services, access to hospital care, healthcare performance and economic and financial performance. In this paper, we analyze the results for the degree of fulfillment of the objectives set for the year 2010 in thirty-four hospitals. The analysis shows that only five of thirty-four hospitals completed six or more indicators of the eight indicators that are established each year for these hospitals.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615711","Strategic planning;performance measurement;balanced scorecard;hospitals;financial resources;goals","Hospitals;Measurement;Organizations;Process control;Instruments","","","","13","","17 Oct 2013","","","IEEE","IEEE Conferences"
"GIDERAS: Regional spatial data infrastructure and sectorial applications manager","L. Oliveira; L. Dias; A. Rodrigues; R. Barros","INESC Porto, Porto, Portugal; INESC Porto, Porto, Portugal; INESC Porto, Porto, Portugal; INESC Porto, Porto, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","SDIs allow the gathering of technical and organizational elements needed to enable the usage of territorial based information in an interoperable way. However, the cost of managing an SDI is high and the expertise level required is too specialized which, combined, hamper its maintenance and operation. This work, still in progress, presents a proposal for a manager for a regional level SDI, free software based, following the European INSPIRE (Infrastructure for Spatial Information in the European Community) directive principles and complying with OGC (Open Geospatial Consortium) standards. This CMS (Content Management System) for the SDI will shield the user from the inherent complexity and ease the creation of innovative services and the integration of cross-sectorial applications for a given region, using the geographic information generated by each municipality, as well as provide data for sibling SDIs (inter regional) and parent SDIs (supra regional).","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615712","Infraestrutura de Dados Espaciais;Sistema de Informação Geográfica;Administração local e regional;Directiva INSPIRE;Software Livre;Standards OGC;Aplicações Setoriais","Standards;Software;Europe;Computer integrated manufacturing;Communities;Geospatial analysis;Markup languages","","","","13","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Qualitative analysis of the database contents in University curriculum Degree in Computer Science in the EHEA","J. Á. Contreras; R. Luengo; J. Arias; A. Castillo","Departamento de Ingeniería de Sistemas Informáticos y Telemáticos Centro, Universidad de Extremadura Mérida; Departamento de Ingeniería de Sistemas Informáticos y Telemáticos Centro, Universidad de Extremadura Mérida; Departamento de Ingeniería de Sistemas Informáticos y Telemáticos Centro, Universidad de Extremadura Mérida; Departamento de Ingeniería de Sistemas Informáticos y Telemáticos Centro, Universidad de Extremadura Mérida","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","This communication is part of a comprehensive study of theoretical and practical research that deals with the basics they need to have students in grades Computer Engineering, in their different specializations, in order to acquire the competences in the different plans study. Specifically, we have used data on concepts about Databases 18 curricula in Computer Grade Spanish public universities, among which arewww: University of Almeria (Andalusia), University of Extremadura (Extremadura), University of Oviedo (Asturias), University of Burgos (Castilla y León), University of Las Palmas de Gran Canaria (Canary Islands), University of Zaragoza (Aragon), University of the Balearic Islands (Baleares), University of Valencia (Valencia), University of Vigo (Galicia), University Politécnica de Madrid (Madrid), University of Barcelona (Catalonia), University of Castilla La Mancha (Castilla La Mancha), University of Cantabria (Cantabria), University of Rioja (La Rioja), University of Murcia (Murcia), Public University of Navarra (Navarre), University of País Vasco (Basque Country) and National University of Distance Education (UNED). Also, we have used data on concepts Database 4 curricula Database of foreign universities between are: MIT (Massachusetts Institute of Technology) (USA), University of Berkeley (U.S.), Imperial College London (UK) and University of Manchester (UK). The interest of this research is the need to adapt university studies plans in Spain to the European Higher Education Area (EHEA). This obliged the design and implementation of new curricula in Spanish universities. In our field of work we consider it necessary to study the content on the new curriculum in Computer called, in most cases, Degrees in Computer Science. In summary, we were interested to analyze, in these degrees in Computer Science, the subject content of databases. We focused on content that are part of the fundamentals or basic concepts that students need to know when dealing with first-time databases. The curricula were analyzed by performing a qualitative analysis software NVIVO v.8.0, resulting in 164 simple categories that form the subject content of the curriculum of subjects Database. Starting from these and grouping by topic, we have obtained 10 categories, which are referred to by a single name simple the categories that have some relationship between them.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615713","Databases;European Higher Education Area (EHEA);Degree in Computer Science;Qualitative Analysis;Curricula;University","Educational institutions;Databases;XML;Software;Europe;Computers","","","","8","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Gaia VERO — Framework for verification and validation managing","V. C. Oliveira; M. F. Tirroni; S. Y. Kobayashi; Z. C. Crosati; R. M. de Barros","Departamento de Computação, Universidade Estadual de Londrina - UEL, Londrina, PR, Brasil; Departamento de Computação, Universidade Estadual de Londrina - UEL, Londrina, PR, Brasil; Departamento de Computação, Universidade Estadual de Londrina - UEL, Londrina, PR, Brasil; Departamento de Computação, Universidade Estadual de Londrina - UEL, Londrina, PR, Brasil; Departamento de Computação, Universidade Estadual de Londrina - UEL, Londrina, PR, Brasil","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","6","Through verification and validation of processes and activities, this article describes Gaia VERO framework and its application. In order to facilitate its understanding and application processes, they were divided into four functional domains (Planning and Standardization - PP, Development - DE, Completion and Support - FS and Monitoring and Evaluation-MA). Each domain has a set of processes that can be implemented gradually, these can be classified into 4 levels of maturity. Each of these processes has a well-defined business focus and a checklist of questions that helps in formalizing the practice of actions that foster quality improvement of its processes and development activities.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615714","Software;Framework;Checklist;Verification;Validation;Quality","Software;Monitoring;Business;ISO standards;Abstracts;Planning","","","","9","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Software project management in small and very small entities","A. Mas; A. L. Mesquida","Universitat de les Illes Balears (UIB), Palma de Mallorca, España; Universitat de les Illes Balears (UIB), Palma de Mallorca, España","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","6","Project management is a discipline with an established and consolidated body of knowledge which is included in different models and standards. Small and very small software development companies have been more focused on establishing and improving their production processes than on managing the projects they carry out. This paper recommends a set of best practices to facilitate the implementation of project management processes in these organizations. The work consisted on analyzing the relationships between different standards containing project management processes. From the analysis of the obtained results, it is proposed to use the ISO/IEC 29110-5-1-2 Project Management process and complement it by the knowledge of the selected areas of the PMBOK® Guide.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615715","Project management;Very Small Entities (VSE);PMBOK®;ISO/IEC 29110-5-1-2;ISO/IEC 12207","ISO standards;IEC standards;Software;Project management;Monitoring;Adaptation models","","","","9","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Agile software project: Proposal of a model to manage risks","R. Cunha; C. S. Pereira; J. Â. Pinto","CIICESI - ESTGF, Polytechnic Institute of Porto, Rua do Curral - Casa do Curral-Margaride, Felgueiras, Portugal; CIICESI - ESTGF, INESC TEC (formerly INESC Porto), Porto, Portugal; ESTGF, Polytechnic Institute of Porto, Rua do Curral - Casa do Curral-Margaride, Felgueiras, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","Risk is inherent in all software projects. To manage and control them represents gains for the development and success of projects. The risk management goal is to control, in a continue way, the risks that arise in all the phases of projects, and it's considered determinant to the projects' success. The risk management process is defined through models that specify the activities to accomplish during the project, with the aim to eliminate or minimize the impact of risks. Given the popularity of agile approaches, agile risk management has become central, because agile methodologies by themselves don't give an answer to the risks that might arise in a software project. The work presented in this article has a goal the definition of a risk management model, suited to agile development, in order to improve the existing risk management.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615716","Conceitos-chave — Risco;gestão do risco;desenvolvimento ágil","Software;Risk management;Adaptation models;Monitoring;Face;Project management;Computational modeling","","1","","14","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Applying recommendation techniques to support conceptual negotiation processes","A. Esteves; C. Pereira; C. Sousa","CIICESI, Escola Superior de Tecnologia e Gestão de Felgueiras, Portugal; Felgueiras, Portugal, Escola Superior de Tecnologia e Gestão de Felgueiras, Porto, Portugal; Felgueiras, Portugal, Escola Superior de Tecnologia e Gestão de Felgueiras, Porto, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","According to [1], in order to share knowledge and information it is necessary to share a set of conceptual structures within a collaborative network. Therefore, to develop an organizational information system it is required to engage in a negotiation process so that it is possible to obtain a common vocabulary. To support and improve such process, this paper presents an approach that takes advantage of some of the features of recommendation systems (RS), which will be extremely useful to help collaborative networks construct a high-level conceptualization about a specific domain.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615717","Recommender Systems;Conceptual Negotiation;Collaborative Network;Information Management;Knowledge Sharing","Recommender systems;Collaboration;Collaborative work;Context;Knowledge based systems","","","","14","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Augmentative and Alternative Communication: Vox4all® presentation","M. A. Quintela; S. Correia; M. Mendes","Cnotinfor, Imagina Coimbra, Portugal; Cnotinfor, Imagina Coimbra, Portugal; Correia, Secundino Cnotinfor, Imagina Coimbra, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","6","The increasing dissemination and wider access to mobile devices, as well as the spread of applications in several areas requires us to rethink the technologies for Augmentative and Alternative Communication (AAC). There are now over a hundred applications for AAC available on the market, at a considerably lower cost when compared to traditional communications systems. In this paper we present a benchmarking study of the most relevant and the results of an inquiry. Both lead us on the design and specification of the new app Vox4all® that will be iteratively refined and tuned to meet the end users needs using a case study methodology. Facing the challenges of a new era for AAC technology, we are combining theory and practice on the development process of a specific application.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615718","Augmentative and Alternative Communication (AAC);Multiplatform;Vox4all®;mobile device;Widgit Literacy Symbols (WLS)","Benchmark testing;Speech;Smart phones;Communication systems;Software;Education","","","","14","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Improving a website with web analytics — A case study","T. Landim; S. N. Alves-Souza; L. S. De Souza","Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR; Escola Politécnica da Universidade de São Paulo, EP-USP, São Paulo, SP, Brasil; Faculdade de Tecnologia (FATEC), Carapicuíba - SP, Brasil","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","Web Analytics tools were used to improve a sales website of IT services. Heuristics analyses of usability aided to evaluate the web site and to achieved the results. The technics used in the improvement process are discussed and the performance assessment results are showed in this paper.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615719","web analytics;usability;heuristic analyse","Layout;Visualization;Internet;Google;Data mining;Web sites;Usability","","1","","10","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Use of a virtual platform as a supporting element for the acquisition of basic mathematical skills in engineering students","H. R. Calle; S. N. Isidro","Departamento de Matemática, Aplicada Universidad de Salamanca, Zamora, España; Departamento de Matemática, Aplicada Universidad de Salamanca, Zamora, España","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","This paper presents the use of a virtual platform based on Moodle as a supporting element for the acquisition of basic mathematical skills. The project was aimed at first engineering course students whose initial mathematical knowledge presented some shortcomings. After the use of the designed online tools, there has been an increase in pupils' confidence in their mathematical skills and their chances of success in the subjects of mathematical content, all which has been reflected positively on the academic results.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615720","test inicial;autoaprendizaje dirigido;educación a distancia;plataform a virtual;herramienta on-line","Media;Mathematics;Engineering students;Seminars;Abstracts;Knowledge engineering;Instruments","","","","7","","17 Oct 2013","","","IEEE","IEEE Conferences"
"A metapopulation model for the study of the evolution of the number of students in a teaching institution","C. Rosa; E. Pereira","Departamento de Matemática-ESTG, Instituto Politécnico da Guarda, Guarda, Portugal; Departamento de Matemática, Universidade Federal do Rio Grande do Norte, Natal, Brasil","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","7","A metapopulation model for the study of the evolution of the number of students in a teaching institution is presented. The model has an internal dynamic that represents the flow of students which transit from one academic year to the next and an external dynamic which describe the movement of students that enter or leave the institution. An application of the model to the student population of the Polytechnic Institute of Guarda (IPG), using historic data, is done. An evolutive analysis of the number of students per academic year with projections for the period 2012-2021 is presented.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615721","Palavras Chave — metapopulação;projeção;IPG","Mathematical model;Education;Abstracts;Data models;Sociology;Statistics;Software","","","","5","","17 Oct 2013","","","IEEE","IEEE Conferences"
"A model of agent persuasion based on genetic algorithms: Design considerations","S. P. Jiménez; V. H. Castillo; L. Soriano-Equigua; J. L. Álvarez; D. A. M. Medina","Facultad de Ingeniería Mecánica y Eléctrica, Universidad de Colima, Colima, México; Facultad de Ingeniería Mecánica y Eléctrica, Universidad de Colima, Colima, México; Facultad de Ingeniería Mecánica y Eléctrica, Universidad de Colima, Colima, Mexico; Facultad de Ingeniería Mecánica y Eléctrica, Universidad de Colima, Colima, México; Centro de Ingeniería y Tecnologías, Universidad Autónoma de Baja California, Baja California, México","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","6","Reaching agreements is an important problem in multi-agent systems (MAS), which requires different types of dialogues between agents. Persuasion is one of them and it is predominantly based in first order logic. However, this type of dialogue is not an adequate approach for solving complex problems - those that can't be solved in polynomial time. This paper presents a persuasion model for MAS which consider the fitness function of a genetic algorithm (GA) for reaching agreements in problem solving. The resulting persuasion model provides each member of MAS with a fitness function capable of guiding agents in the reach of agreements. The evaluation we did enabled us to state that the model could have a positive impact for solving complex problems with MAS. In contrast with previous studies, our results highlight the importance of using a GA persuasion model for solving complex problems and we depict the implications of our findings in its design considerations.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615722","Multi-agent systems;persuasion;genetic algorithms;model;negotiation","Unified modeling language;Genetic algorithms;Silicon compounds;Adaptation models;Multi-agent systems;Abstracts;Polynomials","","","","20","","17 Oct 2013","","","IEEE","IEEE Conferences"
