"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Evaluation of the response time for an ophthalmologic health records system using different XML databases","I. de la Torre; F. J. Díaz; B. Sainz; M. López-Coronado; R. Hornero; M. Antón; M. Martínez; D. Boto; J. F. Díez; D. González; M. I. López","Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Comunicaciones e, Ingeniería Telemática, Universidad de Valladolid., 47011 Valladolid. Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departmento de Teoría de la Seňal Comunicaciones e Ingeniería Telemática, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Departamento de Teoría de la Señal, Universidad de Valladolid, Valladolid, Spain; Universidad de Valladolid, Valladolid, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Measuring response times for a Web system is essential to evaluate its performance. This paper presents a comparison of the response times for a Web-based Electronic Health Records (EHRs) system in Ophthalmology, TeleOftalWeb. It makes use of different models of open-source native XML databases: dbXML 2.0, Xindice 1.2 and eXist 1.1.1. The system is modeled using queueing theory (the M/M/1 model) and the service times for each element are calculated. For finding these times a benchmark model is proposed. The main goal of this benchmark is the choosing of the database whose results are in less time.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556710","Base de datos;Digital Imaging and Communications in Medicine (DICOM);eXtensible Markup Language (XML);Health Level 7 (HL7);Historial Clínico Electrónico (HCE)","","","","","21","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Architecting multimedia-rich collaborative learning services over Interactive Digital TV","M. López-Nores; Y. Blanco-Fernández; J. J. Pazos-Arias","Department of Telematics Engineering, University of Vigo, Vigo, Spain; Department of Telematics Engineering, University of Vigo, Vigo, Spain; Department of Telematics Engineering, University of Vigo, Vigo, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Distance learning has developed greatly in recent years, and several major technological approaches have been defined. One of these is t-learning, that is, the provision of educational services over Interactive Digital TV. In this paper, we present a Java-based software architecture for the development of distributed t-learning applications and services, based on freely available technologies. The proposed framework provides convenient support for the specific needs of t-learning with strong emphasis on interactivity, promoting the creation of student communities and shared workspaces on a peer-to-peer basis. We also introduce a CASE tool for visual development of such services, distributing their functionality among a number of sceneries that provide for differentiated roles among those in a community.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556711","Interactive Digital TV;collaborative t-learning;MHP;P2P;virtual communities","Communities;Context;HDTV;Internet;XML;Receivers;Java","","1","","16","","23 Aug 2010","","","IEEE","IEEE Conferences"
"“Digital projects”: A reflection and bridges to the future: Digital local agenda","R. Teixeira; J. Varajão; M. Bessa; E. Peres","Escola de Ciência e Tecnologia, Universidade de Trás-os-Montes e Alto Douro, Portugal; Centro Algoritmi, Universidade do Minho, Guimaraes, Portugal; INESC-Porto, Porto, Portugal; Escola de Ciência e Tecnologia, Universidade de Trás-os-Montes e Alto Douro, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","7","Portugal started its “formal” path to the Information Society in 1997 with the creation of the ""Green Paper on the Information Society"". In 2000, the “Operational Programme for the Information Society” was created and based on three main pillars. Having been created as part of the second pillar, “Portugal Digital”, the “Digital Cities and Regions” initiative, aimed at developing the Information Society on a regional basis. In this article an overview is made on the purposes and results of the projects incorporated in the “Digital Cities and Regions” initiative. The goals of several projects were analysed. From this analysis a summary chart and a brief discussion of the Goals of the Digital Projects were made.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556708","Agenda Digital Local;Cidades e Regiões Digitals;Sociedade da Informação;Tecnologias da Informação e Comunicação;Info-exclusão","Internet;Portals;Instruments;Cities and towns;Europe;Biological system modeling;Reflection","","","","22","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Hybrid user centered development methodology: The practical case of courseware sere","A. P. Costa; M. J. Loureiro; L. P. Reis","CIDTFF-Centro de Investigaçào Didáctica Tecnologia na Formaçào de Formadores Departamento de Educaçào, Universidade de Aveiro, Aveiro, Portugal; CIDTFF-Centro de Investigaçào Didáctica Tecnologia na Formaçào de Formadores Departamento de Educaçào, Universidade de Aveiro, Aveiro, Portugal; LIACC-Laboratoório de Inteligência Artificial e Ciência de Computadores, DEI/FEUP-Departamento de Engenharia Informática, Faculdade de Engenharia da, Universidade do Porto, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper describes the Hybrid User Centered Development Methodology (HUCDM). This methodology is a simple, iterative and incremental development process. The methodology is based on structured disciplined development processes, on principles of User Centered Development (UCD) processes, specified in the International Organization for Standardization - ISO 13407, as well as practices and values of agile methods for software development. The evaluation during the development process is another pillar of the methodology given the principles of the metrics defined in ISO / IEC 9126-1. HUCDM aims to propose a methodology for the development of educational resources with recognized quality and viable from economic standpoint in Small and Medium Enterprises (SMEs) in Portugal.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556709","Design Centrado no Utilizador;Engenharia de Software;Métodos Ágeis;Metodologia Híbrida de Desenvolvimento Centrado no Utilizador e Normas de Qualidade","Software;Courseware;ISO standards;Manuals;Prototypes;Visualization;Economics","","1","","24","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Courseware sere: Technical and didactic evaluation made by students","A. P. Costa; M. J. Loureiro; L. P. Reis","CIDTFF-Centro de Investigação Didáctica e Tecnologia na Formação de Formadores, DE/UA-Departamento de Educação, Universidade de Aveiro, Aveiro, Portugal; CIDTFF-Centro de Investigação Didáctica e Tecnologia na Formação de Formadores, DE/UA-Departamento de Educação, Universidade de Aveiro, Aveiro, Portugal; LIACC-Laboratório de Inteligência Artificial e Ciência de, DEI/FEUP-Departamento de Engenharia Informática, Universidade do Porto, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Software packages for educational purposes are increasingly important for classroom use, because they are a valuable way to motivate learning. However, the resources available on the market, with the designation of educational software, often have dubious quality. This led the authors to reflect on the process of evaluating the quality of a given educational software and develop tools that allow to measure its quality. This paper presents the results of the technical (software) and educational (guidelines for the didactic exploration) evaluation of Courseware Sere - The Human Being and Natural Resources - made by students of 2nd cycle of basic education (10 to 12 year old). The results indicate that the resource is easy to use, even for students who do not regularly use computers. It can also be concluded that the evaluation of educational resources, made by end-users, allows to correct issues related to usability (navigation and interaction), and to ensure the adequacy of resource to the target levels of education.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556706","Avaliação Software;Avaliação Centrada no Utilizador;Qualidade do Software;Norma ISO/IEC 9126","Software;Courseware;ISO standards;Magnetic cores;Conferences;IEC standards;Manuals","","","","24","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Potentiate business opportunities into network: Conceptual model for networks of inter-organizational cooperation","V. J. D. Mendonça; J. E. Q. A. S. Varajão; P. C. R. C. Oliveira","Departamento de Informática e ComunicaçÕes, Instituto Politécnico de Bragança, Mirandela, Portugal; Centro ALGORITMI, Universidade de Trás-os-Montes e Alto Douro, Vila Real, Portugal; Departamento de Engenharias, Universidade de Trás-os-Montes e Alto Douro, Vila Real, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","This article presents a conceptual model of a new information system that enhances the formation of inter-organizational networks and whose objective is to share information of business opportunities between members of a network. It is also a framework of inter-organizational cooperation as a competitive factor and the role of information technology can take in the development of cooperation networks.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556707","Redes de Cooperação;Sistemas de Informação;Arquitectura;Oportunidades de Negócio","Biological system modeling;Internet;Silicon;Context modeling;Management information systems;Computational modeling;Adaptation model","","","","7","","23 Aug 2010","","","IEEE","IEEE Conferences"
"A note on democracy and group support systems concepts","R. P. Lourenço; J. P. Costa","INESC-Coimbra, Universidade de Coimbra Polo II, Coimbra, Portugal; INESC-Coimbra, Universidade de Coimbra Polo II, Coimbra, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper tries to show that Group Support Systems techniques and research results provide an adequate framework to develop public participation support systems that go beyond e-voting and aggregation of citizens' preferences. It is however necessary to look into political science and understand what kind of initiatives need to be supported and what requirements they pose. Only then the full potential of Information and Communication Technologies regarding democracy support may be achieved.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556704","e-participation;e-deliberation;group support;systems","Presses;Decision making;Public policy;Proposals;Collaboration;Decision support systems;Biological system modeling","","","","61","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Systematic review and comparison of modeling ETL processes in data warehouse","L. Muñoz; J. -N. Mazón; J. Trujillo","Departamento de Sistemas de Información, Universidad Tecnológica de Panamá, República de Panamá; Departamento de Lenguajes y Sistemas Informáticos, Universidad de Alicante, Alicante, España; Departamento de Lenguajes y Sistemas Informáticos, Universidad de Alicante, Alicante, España","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","In a Data Warehouse (DW), ETL processes (Extraction, Transformation, Load) are responsible for extracting, transforming and loading data from the data sources into the DW. A good design of these processes in the early stages of a DW project is essential to avoid making bad decisions as a result of incorrect data. In this paper, we apply the method of systematic review to identify, extract and analyze the main proposals on modeling conceptual ETL processes for DWs. The main proposals are identified and compared based on the features, activities and notation of ETL processes. Finally we conclude the study by reflecting on the approaches being studied and providing an updated framework for future research.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556705","Procesos ETL;Modelado conceptual;Almacenes de datos;Revisión sistemática","Unified modeling language;Data models;Data warehouses;Load modeling;Data mining;Libraries;Silicon compounds","","3","","23","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Business intelligence in higher education: Enhancing the teaching-learning process with a SRM system","M. B. Piedade; M. Y. Santos","School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal; Information Systems Department, Algoritmi Research Centre, University of Minho, Guimaraes, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","5","Promoting students success requires the implementation of processes and mechanisms that allows the closely monitoring of the students academic activities. Although essential, the activities involved in this complex process do not take place in many higher education institutions due to the lack of appropriate practices and an adequate technological support that sustain these practices. To overcome this complex problem, a conceptual and a technological infrastructure was proposed and integrated into a Student Relationship Management (SRM) system. The SRM system is associated with Business Intelligence concepts and technologies used to obtain knowledge about the students and to support the decision making process. To validate the SRM system relevance, a set of applications cases were carried out in real contexts and supported by the implemented prototype. This paper presents some of the results obtained through the prototype implementation and on the analysis of the several actions that were carried out under the principles of the SRM practice.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556702","Customer Relationship Management;Business Intelligence;Students Relationship Management;Data Mining;Data Warehouse;OLAP","Monitoring;Education;Business;Data mining;Data warehouses;Context;Data analysis","","1","","10","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Contributions to experimental performance studies of Wi-Fi and FSO links","J. A. R. P. de Carvalho; C. F. F. P. R. Pacheco; A. D. Reis; N. Marques; H. Veiga","Departamento de Física, Universidade da Beira Interior, Covilhaa, Portugal; Unidade de Detecção Remota, Universidade da Beira Interior, Covilhaa, Portugal; Universidade da Beira Interior, Covilha, Castelo Branco, PT; Universidade da Beira Interior, Covilha, Castelo Branco, PT; Universidade da Beira Interior, Covilha, Castelo Branco, PT","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","The importance of wireless communications has been growing. Wi-Fi and FSO are very important technologies in this context. Performance is a very relevant issue, leading to more reliable and efficient communications. Laboratory measurements are made about several performance aspects of Wi-Fi (IEEE 802.11 a, g) point-to-point links, namely at OSI levels 4 and 7. An FSO medium range link has been successfully implemented for high requirement applications at Gbps. An experimental performance evaluation of this link has been carried out at OSI levels 1, 4 and 7, through a specifically planned field test arrangement. Several results are presented and discussed.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556703","Wireless Network;Wi-Fi;WLAN;FSO;Point-to-Point Links;Performance Measurements","IEEE 802.11 Standards;Throughput;Open systems;Jitter;Power lasers;Servers;Switches","","","","22","","23 Aug 2010","","","IEEE","IEEE Conferences"
"The trajectories of study and research as products of didactical engineering: REI en ingeniería didáctica","C. Fonseca; A. Pereira; J. M. Casas","Departamento Matemática Aplicada 1, Universidad de Vigo, Vigo, Spain; Departamento Matemáticas, IES Escolas Proval, Pontevedra, Spain; Departamento Matemática Aplicada 1, University de Vigo, Pontevedra, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","5","The paper we are presenting is still in an experimental phase and it is being developed in a workshop for mathematical problems. We try to create teaching and learning sequences of the mathematical activity using a new didactical device, which is currently investigated and tested, that can be considered as a product of Didactical Engineering (Trajectory of Study and Research, hereinafter TSR), where the mathematical modelling and the computer tool have a strong role, specially in institutional settings such as schools of engineering, where we develop our work.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556700","modelización matemática;recorrido de estudio e investigación;organización matemática local relativamente completa;herramienta informática","Instruments;Electronic mail;Trajectory;Computational modeling;Mathematical model;Computers;Silicon","","","","7","","23 Aug 2010","","","IEEE","IEEE Conferences"
"The forgotten practices of subcontracting","J. A. Calvo-Manzano; T. San Feliu; A. Pursche","Department Lenguajes y Sistemas Informáticos e Ingeniería del Software, Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Department Lenguajes y Sistemas Informáticos e Ingeniería del Software, Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Department of Computer Science, Technische Universität Dresden, Dresden, Germany","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","For many software projects the complexity of the final product has increased to a level where it is impossible to build the whole application from the scratch. So, many organizations consider subcontracting as an option for software development. This paper shows generic problems related to software subcontracting. Also, an analysis of CMMI-DEV subcontracting practices to solve these problems is presented. The review also highlights that there are many critical management practices related to outsourcing to ensure a successful overall project.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556701","subcontracting;outsourcing;CMMI","Software;Companies;Monitoring;Subcontracting;Outsourcing;Book reviews","","","","13","","23 Aug 2010","","","IEEE","IEEE Conferences"
"ITIL maturity model","R. Pereira; M. M. da Silva","Instituto Superior Técnico, Lisboa, Portugal; Instituto Superior Técnico, Lisboa, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Information Technology Infra-structure Library (ITIL) is the most popular “best practices” framework for managing Information Technology (IT) services. However, implementing ITIL not only is very difficult but there also are no best practices for implementing ITIL. As a result, ITIL implementations are usually long, expensive, and risky. In this paper, we propose a maturity model to assess an ITIL implementation and provide a roadmap for improvement based on priorities, dependencies, and guidelines. We then demonstrate a practical application of the proposed model with a questionnaire to assess the ITIL Incident Management process that was evaluated in two real-world organizations.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556698","ITIL;implementação;modelo de maturidade","Biological system modeling;Capability maturity model;Context modeling;Software;Coordinate measuring machines;Process control;Monitoring","","","","20","","23 Aug 2010","","","IEEE","IEEE Conferences"
